dPSIZ	SR-	SR+	FAS6-	FAS6+	MES	dMES	MES+	MES-	MEC-MC?	MEC-CS?	MES-KM?	PESE-	PESE+	PESS-	PESS+
-1.713	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.1818
-1.326	0.05	0.0	0.0	0.0					0.0	0.0	0.0	0.125	0.3636		
	0.012	0.012	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0088	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.555	0.0714	0.0	0.0	0.0	6.96	0.67	-0.67	0.67	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.035	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0061	0.0061	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	2.19	0.56		0.56	0.0	1.0	0.0	0.005	0.0	0.0	0.0
0.093	0.0	0.0	0.0	0.0	6.21	8.37	8.37	1.68	1.0	1.0	0.0	0.0	0.0952	0.0	0.0
-0.25	0.0571	0.0294	0.0	0.0	4.29	1.0	1.0	-1.0	0.0	1.0	0.0	0.05	0.0	0.0	0.0
-1.007	0.0556	0.0	0.0	0.5	3.89	2.98		2.98	0.0	1.0	0.0	0.0455	0.0	0.0	0.0
	0.027	0.0	0.0	0.0	2.94	2.39	2.39		0.0	1.0	0.0	0.0435	0.0	0.0	0.0
-0.954	0.05	0.0732	0.0	0.4					0.0	0.0	0.0	0.0	0.0		
-1.326	0.1304	0.0476	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0183	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0067	0.0034	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0154	0.0
	0.0067	0.0	0.0	0.0179	4.15	1.09	-1.09	1.09	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.293	0.0082	0.0082	0.0	0.0	7.29	0.7	-0.7	0.7	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.984	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0081	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0015	0.0031	0.0	0.0	6.83	3.6	3.6	-3.6	0.0	1.0	0.0	0.0	0.0027	0.0	0.0
	0.0015	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0031	0.0	0.0	0.0	6.66	8.36	8.36	-4.27	0.0	1.0	0.0	0.0054	0.0	0.0	0.0
	0.0015	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0015	0.0015	0.0	0.0	8.39	8.37	8.37	5.85	1.0	1.0	0.0	0.0027	0.0	0.0	0.0
	0.0015	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0015	0.0081	0.0238					0.0	0.0	0.0	0.0	0.0054	0.0	0.0
	0.0025	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.469															
0.064	0.0109	0.0109	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.141	0.0109	0.0	0.0	0.0					0.0	0.0	0.0	0.0357	0.0	0.0	0.0
-0.288	0.0213	0.0213	0.0	0.0					0.0	0.0	0.0	0.0	0.027	0.0	0.0
1.652	0.0	0.0	0.0	0.0	5.73	1.41	-1.41	1.41	0.0	1.0	0.0	0.0385	0.0	0.0	0.0
	0.0	0.0104	0.0	0.0					0.0	0.0	0.0	0.0	0.12	0.0	0.0
-1.454	0.0714	0.0714	0.0	0.0	4.67	0.93	0.93	-0.93	0.0	1.0	0.0	0.0	0.0	0.0	0.5
-1.688	0.0	0.0714	0.5	0.0					0.0	0.0	0.0	0.1364	0.0	0.0	0.0
	0.0029	0.0	0.0	0.0	4.51	2.69	2.69		0.0	1.0	0.0	0.0	0.01	0.0	0.0
	0.0	0.0014	0.0	0.006					0.0	0.0	0.0	0.01	0.0	0.0	0.0
	0.0	0.0029	0.0	0.006					0.0	0.0	0.0	0.005	0.0	0.0	0.0
0.372	0.0	0.0	0.0	0.0	2.36	1.46		1.46	0.0	1.0	0.0	0.0	0.0	0.125	0.0
	0.0094	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0094	0.0	0.0	0.0					0.0	0.0	0.0	0.039	0.0	0.0	0.0
-0.951	0.0312	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.729	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0019	0.0019	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0019	0.0	0.0	0.0	3.85	7.76	7.76		0.0	1.0	0.0	0.0	0.0	0.0	0.0068
	0.0061	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0071	0.0	0.0
0.151	0.0	0.0	0.0	0.0	6.15	0.48	0.48	0.17	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.19	0.1667	0.0							0.0	0.0	0.0	0.0	0.0	0.4	0.0
0.899	0.0	0.5	0.0	0.0	2.26	1.07	1.07		0.0	1.0	0.0	0.0	0.0	0.5	0.0
-0.041	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.008	0.0	0.0	0.0	0.6	9.21	8.19	8.19		0.0	1.0	0.0	0.1304	0.0		
-0.09	0.0	0.0	0.0	0.0	5.44	1.47	1.47	-1.47	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-2.521	0.0	0.0	0.0	0.375	5.98	7.65	7.65	-1.75	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0073	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.152	0.0	0.0241	0.0	0.0					0.0	0.0	0.0	0.0	0.0278	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.351	0.0	0.0	0.0	0.0	12.24	1.99	1.99	-1.08	0.0	1.0	1.0	0.0	0.0	0.0	0.0
-0.352	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.25
-0.063															
0.44															
-1.299	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.248	0.0	0.0476	0.0	0.0					0.0	0.0	0.0	0.25	0.0	0.0	0.0
-0.483	0.0	0.0323	0.0	0.0					0.0	0.0	0.0	0.0	0.05	0.0	0.0
	0.0	0.0076	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.676	0.1	0.0	0.0	0.0					0.0	0.0	0.0	0.125	0.2222	0.0	0.0
-1.984	0.1111	0.0							0.0	0.0	0.0	0.0	0.0		
0.493	0.0435	0.0	0.0	0.0					0.0	0.0	0.0	0.1429	0.1429		
-0.479	0.0059	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.66	0.037	0.0095	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0278	0.0	0.0	0.1667					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.655	0.0	0.1429	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
	0.0145	0.0145	0.0	0.0	2.18	1.15		1.15	0.0	1.0	0.0	0.05	0.0	0.0	0.0
0.534	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.599	0.1111	0.0	0.0	0.0					0.0	0.0	0.0		1.0		
-1.026	0.0667	0.0667	0.0	0.0	9.52	0.64	0.64	-0.64	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.896	0.0	0.0526	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.1111
1.008	0.0741	0.0	0.0	0.0	6.74	3.28	3.28	-3.28	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.164	0.0385	0.0	0.0	0.0					0.0	0.0	0.0	0.0769	0.0	0.0	0.0
-1.782	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.35	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.233	0.0769	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.409	0.0	0.0833							0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.54	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.303	0.0	0.0476							0.0	0.0	0.0	0.0	0.6	0.0	0.0
-0.677	0.1429	0.0	0.0	0.0					0.0	0.0	0.0	0.25	0.0		
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.671	0.0	0.0							0.0	0.0	0.0	0.2632	0.0		
-0.991	0.0303	0.0303	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.442	0.0513	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.2	0.0
-0.732	0.0	0.0							0.0	0.0	0.0	0.0	0.0		
0.503	0.04	0.04	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.862	0.0357	0.0357	0.0	0.0	4.56	3.61	3.61		0.0	1.0	0.0	0.0	0.2222	0.0	0.0
-0.379	0.0	0.0035	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.1667
-0.284	0.0105	0.0035	0.0	0.0333	2.73	3.06		3.06	0.0	1.0	0.0	0.0152	0.0	0.0	0.0
0.299	0.0323	0.0625	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.241	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-2.102	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-1.345	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.095	0.0	0.0	0.0	0.0	12.16	5.39	5.39	0.23	0.0	1.0	1.0	0.0	0.0		1.0
1.776	0.0667	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.015	0.0	0.0103	0.0385	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.001	0.0	0.0052	0.0	0.0	3.65	7.42		7.42	0.0	1.0	0.0	0.0111	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0345	0.0	0.0
	0.0	0.0054	0.0	0.0	3.9	0.2	-0.2	0.2	0.0	1.0	0.0	0.0	0.0	0.0043	0.0
-2.43	0.125	0.0			5.2	0.71	0.71	-0.71	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1.428	0.0	0.0286	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.3333	0.3333
-1.347	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.1429	0.0
1.226	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.25	0.0	0.0
-0.745	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.3	0.0	0.0	0.0
-0.887	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-1.92	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.002	0.0114	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.1	0.0	0.0333	0.0	0.0					0.0	0.0	0.0	0.0	0.0154	0.0	0.0
-0.016	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0029	0.0057	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0029	0.0057	0.0	0.0					0.0	0.0	0.0	0.0	0.0213	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.02
	0.0029	0.0029	0.0	0.0	12.9	8.05	8.05	3.36	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0029	0.0029	0.0	0.0					0.0	0.0	0.0	0.0282	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0072	0.0	0.0	0.0
	0.0	0.0029	0.0	0.0	7.47	0.2	-0.2	0.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0029	0.0057	0.0	0.0					0.0	0.0	0.0	0.0143	0.0	0.0	0.0
-1.028	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.1429	0.0	0.0
0.942	0.0	0.12	0.5	0.0					0.0	0.0	0.0	0.0909	0.0	0.0	0.0
-1.588	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
	0.0104	0.0104	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.688	0.0256	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.087	0.0	0.0
1.368	0.0	0.0256	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.5	0.0
-1.61	0.0	0.0			5.34	1.1	-1.1	1.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0
	0.004	0.0	0.0	0.0	6.96	8.36		8.36	0.0	1.0	0.0	0.0	0.0112	0.0	0.0
-1.27	0.0	0.0769	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0051	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.047	0.0081	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.2	0.0
0.03	0.0081	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0294	0.0	0.0
	0.0	0.0031	0.0	0.0	6.19	8.36		8.36	0.0	1.0	0.0	0.0109	0.0215	0.0	0.0
	0.0062	0.0	0.0	0.0	2.03	1.94	1.94		0.0	1.0	0.0	0.0421	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0195	0.0	2.67	6.84		6.84	0.0	1.0	0.0	0.0	0.0	0.004	0.0
-1.313	0.0625	0.0	0.0	0.0	9.48	0.62	0.62	-0.62	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.289	0.0026	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.45	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.796	0.0	0.0103	0.0	0.0	3.82	7.95	7.95		0.0	1.0	0.0	0.0	0.0061	0.0	0.0
0.187	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0061	0.0	0.0
-0.398	0.0	0.0164	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.813	0.0588	0.0588							0.0	0.0	0.0	0.0	0.0667		
0.88	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.97	0.05	0.05	0.0	0.0					0.0	0.0	0.0	0.0	0.0833	0.0	0.0
-0.182	0.0012	0.0	0.0	0.0	5.35	0.29	-0.29	0.29	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.01	0.0	0.0012	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0114	0.0
0.097	0.0025	0.0025	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.032	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0035	0.0	0.0	0.0
-0.022	0.0	0.0025	0.0	0.0					0.0	0.0	0.0	0.0035	0.0035	0.0	0.0
-0.234	0.0037	0.0025	0.0	0.0	10.44	0.95	0.95	-0.95	0.0	1.0	0.0	0.0	0.0	0.0	0.0114
-0.262	0.0	0.0012	0.0	0.0	8.49	1.62	1.62	-1.62	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.215	0.0	0.0012	0.0	0.0	3.73	8.37		8.37	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0021	0.0096	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0021	0.0096	0.0	6.52	0.57	-0.57	0.57	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	6.39	8.36	4.43	8.36	1.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.679	0.1875	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.1667	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0075
-0.065	0.0	0.037							0.0	0.0	0.0	0.0	0.0		
	0.0049	0.0098	0.0	0.0					0.0	0.0	0.0	0.0127	0.0	0.0	0.0
	0.0098	0.0146	0.0	0.0					0.0	0.0	0.0	0.0127	0.0	0.0	0.0
0.868	0.0	0.0741	0.0	0.0	2.57	0.29	-0.29	0.29	0.0	1.0	0.0	0.0	0.0	0.125	0.0
	0.0033	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.938	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.119	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.264	0.0	0.0	0.0	0.0	2.54	1.46		1.46	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.275	0.0	0.0	0.0	0.0	8.95	2.36	-2.36	2.36	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2.086	0.0	0.08	0.0	0.0					0.0	0.0	0.0	0.0667	0.0	0.0	0.0
-0.459	0.0588	0.0	0.0	0.0	5.97	1.04	1.04	-1.04	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0074	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.513	0.0909	0.0909							0.0	0.0	0.0	0.3333	0.2	0.0	0.0
1.467	0.0	0.0556							0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.159	0.0364	0.0	0.0	0.0	7.36	8.37	1.37	8.37	1.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.275	0.0	0.0							0.0	0.0	0.0	0.0	0.0		
-1.209	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		1.0
0.98	0.1875	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	9.44	1.17	-1.17	1.17	0.0	0.0	1.0	0.0	0.0	0.0	0.0
-0.082	0.0833	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
0.562	0.0	0.0357	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0		
-1.016	0.0	0.0	0.0	0.0	8.75	0.66	0.66	-0.66	0.0	1.0	0.0	0.0	0.0	0.0	0.2308
	0.0345	0.0345							0.0	0.0	0.0	0.0	0.0714		
0.601	0.0	0.0667	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.422	0.0	0.125			5.57	2.93	-2.93	2.93	0.0	1.0	0.0			0.0	0.0
-0.136	0.0	0.0	0.0	0.3333					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-2.259	0.0	0.0	0.0	0.0	6.02	0.24	0.24	-0.24	0.0	1.0	0.0	0.0	0.0	0.0	0.2857
1.555	0.0	0.0	0.3333	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.805	0.0	0.1364							0.0	0.0	0.0	0.0	0.1429	0.0	0.0
	0.05	0.0		1.0	10.77	8.37	4.1	8.37	1.0	1.0	0.0	0.5	0.0	0.0	0.0
2.208	0.0	0.0	0.0	0.0	2.17	7.95		7.95	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0.741	0.0	0.0	0.0	0.3333					0.0	0.0	0.0	0.05	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0127	0.0	0.0	0.0
	0.0026	0.0	0.0122	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0076	0.0	0.0	2.82	8.36	8.36		0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0026	0.0	0.0	0.0					0.0	0.0	0.0	0.0064	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0064	0.0	0.0	0.0
	0.0	0.0	0.0	0.0	9.04	8.34	8.34		0.0	1.0	0.0	0.0064	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.025	0.0063	0.0
-0.464	0.0	0.0	0.0	0.375	4.94	0.79	0.79	-0.79	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-2.112	0.0	0.0		1.0	7.94	1.74	-1.74	1.74	0.0	1.0	0.0	0.0	0.0	0.0	0.5
	0.0	0.0			3.39	0.57	-0.57	0.57	0.0	1.0	0.0	0.0	0.0	0.0	0.0
	0.0071	0.0	0.0	0.0526					0.0	0.0	0.0	0.0	0.0323	0.0	0.3333
	0.0071	0.0071	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.498	0.0455	0.0455	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.5
-1.583	0.0833	0.0	0.0	0.3333					0.0	0.0	0.0	0.1429	0.0	0.0	0.0
	0.0054	0.0	0.0	0.0	6.35	1.14	-1.14	1.14	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.302	0.0	0.0625	0.0	0.0					0.0	0.0	0.0	0.0526	0.0	0.0	0.125
1.754	0.0244	0.0476	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.651	0.0	0.0			3.93	8.36		8.36	0.0	1.0	0.0	0.3333	0.0	0.0	0.0
1.07	0.0	0.2222							0.0	0.0	0.0	0.0	0.0	0.125	0.0
0.378	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.5	0.0	0.0	0.1429
-0.705	0.0	0.0	0.0	0.0	4.77	7.95	7.95		0.0	1.0	0.0	0.0909	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0098	0.0	0.0
	0.0	0.0189	0.0	0.0					0.0	0.0	0.0	0.0769	0.0	0.0	0.0
															
	0.0032	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0081	0.0
	0.0	0.0016	0.0	0.0	3.6	7.95		7.95	0.0	1.0	0.0	0.0	0.0138	0.0	0.0
-1.636	0.1818	0.1	0.0	0.6667	5.41	7.76	7.76	1.37	0.0	1.0	0.0	0.1667	0.0		
-1.444	0.0	0.1176	0.0	0.2857	9.07	8.93		8.93	0.0	1.0	0.0	0.1	0.0	0.0	0.0
1.824	0.1176	0.1176	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.241	0.0588	0.0	0.0	0.0	4.75	6.19	6.19		0.0	1.0	0.0	0.0	0.0		
	0.0	0.0022	0.0	0.0	7.94	0.54	-0.54	0.54	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.598	0.1154	0.0	0.0	0.0					0.0	0.0	0.0	0.1111	0.0		
0.643	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.502	0.0	0.0	0.0	0.0	2.26	0.48		0.48	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.211	0.0263	0.0	0.0	0.3333	5.85	8.36	8.36		0.0	1.0	0.0	0.0	0.0		1.0
	0.0044	0.0022	0.0	0.0	7.38	0.99	0.99	-0.99	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-1.608	0.0	0.0	0.0	0.0	4.15	0.54	0.54	-0.54	0.0	1.0	0.0	0.0	0.0		1.0
0.017	0.008	0.0	0.0	0.0	4.07	0.49	-0.49	0.49	0.0	1.0	0.0	0.0156	0.0	0.0	0.0
-1.163	0.05	0.0	0.0	0.0	4.99	0.36	-0.36	0.36	0.0	1.0	0.0	0.0	0.0	0.0	0.0435
2.128	0.0	0.0	0.5	0.0					0.0	0.0	0.0			0.0	0.0
-1.836	0.0294	0.0	0.0	0.0	2.43	0.74	0.74		0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.595	0.0833	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.556	0.0	0.0			10.16	1.85	1.85	-1.85	0.0	0.0	1.0	0.0	0.0	0.0	0.0
	0.0	0.0268	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.717	0.0	0.0	0.0	0.0	3.53	0.85	0.85	-0.85	0.0	1.0	0.0	0.0	0.0	0.3333	0.0
0.186	0.0	0.0714	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0	0.0	0.0	0.0069					0.0	0.0	0.0	0.0	0.0	0.0	0.0
	0.0068	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.155	0.0	0.0	0.0	0.1	5.82	4.42	4.42		0.0	1.0	0.0	0.0	0.0		
-1.032	0.0	0.0135	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.674	0.0303	0.0	0.0	0.0	9.27	0.11	-0.11	0.11	0.0	1.0	0.0	0.1111	0.0	0.0	0.0
0.379	0.0167	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.712	0.0417	0.08	0.0	0.0					0.0	0.0	0.0	0.1667	0.0		
-0.455	0.0	0.0417	0.0	0.0					0.0	0.0	0.0	0.2308	0.0		
	0.0048	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0088	0.0	0.0
	0.0048	0.0024	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.311	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.245															
-0.191	0.0	0.0074	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.622	0.0	0.0	0.0	0.0	4.04	8.75		8.75	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.971	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.25
0.887	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.05	0.05	0.0	0.0
2.431	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.015	0.0312	0.008	0.0	0.0					0.0	0.0	0.0	0.0233	0.0	0.0476	0.0
1.345	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.25	0.0	0.0
0.909	0.0	0.037							0.0	0.0	0.0	0.0	0.0	0.0	0.3333
0.204	0.0417	0.0417	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0
-1.836	0.125	0.3			4.68	4.41		4.41	0.0	1.0	0.0			0.3333	0.0
-2.084	0.1667	0.0			2.73	1.68	1.68		0.0	1.0	0.0	0.1111	0.0		
-0.975	0.0	0.0	0.0	0.0	5.08	0.51	-0.51	0.51	0.0	1.0	0.0	0.0	0.0	0.0	0.25
0.994	0.0	0.0							0.0	0.0	0.0	0.0	0.0	0.2	0.0
0.267	0.0	0.0	0.0	0.0	6.06	0.17	-0.17	0.17	0.0	1.0	0.0	0.0	0.0	0.0	0.0
-0.942	0.0	0.0							0.0	0.0	0.0	0.0	0.0		
1.246	0.0	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0357	0.0	0.1
0.062	0.0333	0.0333	0.0	0.0					0.0	0.0	0.0	0.0588	0.0	0.0	0.0
-1.92	0.0385	0.0							0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.22	0.0556	0.0	0.0	0.0					0.0	0.0	0.0	0.0	0.0	0.1429	0.0
