priPhCons	mamPhCons	verPhCons	priPhyloP	mamPhyloP	verPhyloP	GerpS
0.878	0.996	0.997	0.478	0.112	0.147	0.743
0.995	0.994	0.982	0.587	0.747	0.338	1.91
0.674	0.999	0.998	-1.065	0.045	0.021	-0.0379
0.537	0.998	1.0	0.53	0.486	0.735	3.17
0.997	1.0	1.0	0.587	2.788	1.057	4.84
0.706	1.0	1.0	0.455	0.805	1.511	3.72
0.026	0.999	1.0	0.581	1.488	1.215	3.7
0.655	0.817	0.992	0.587	0.321	0.706	2.57
0.904	0.996	0.991	0.53	-0.161	-0.119	-2.35
0.011	0.0	0.0	-0.319	-1.923	-0.965	-11.1
0.036	0.221	0.201	0.525	0.984	0.176	1.65
0.132	0.004	0.022	0.53	-0.156	0.311	0.344
0.996	0.996	0.99	-0.18	-0.035	0.043	0.896
0.944	0.754	0.365	-0.332	-0.333	0.212	-2.37
0.976	1.0	1.0	-0.127	1.436	1.181	3.97
0.99	0.966	0.973	0.53	-0.812	-0.494	-4.62
0.599	0.989	0.989	-0.705	0.629	0.547	3.56
0.985	0.975	0.956	0.398	0.606	1.05	3.18
0.995	1.0	1.0	0.473	0.662	2.274	3.25
0.972	1.0	0.999	0.645	1.111	0.38	3.88
0.721	0.986	0.287	-3.004	-0.714	-1.337	-4.86
0.997	1.0	1.0	0.651	1.395	0.603	3.96
0.808	0.0	0.0	-0.333	-6.514	-4.697	-11.5
0.942	1.0	0.999	-0.342	0.533	0.264	1.85
0.835	0.996	1.0	0.645	0.692	1.05	2.69
0.868	0.979	0.993	0.53	-0.101	0.004	0.281
0.971	1.0	1.0	0.559	1.263	2.404	4.53
0.002	0.0	0.0	-0.791	-1.27	-1.665	-8.33
0.945	1.0	0.991	0.553	1.38	0.181	3.86
0.146	0.07	0.006	-0.329	-1.285	-1.15	-5.55
0.816	0.942	0.867	0.525	-0.439	-0.753	-5.08
0.44	0.0	0.0	0.473	-0.504	-0.221	-2.95
0.995	0.999	0.992	0.525	0.05	-0.028	1.35
0.959	1.0	1.0	0.645	2.698	1.544	4.35
0.36	0.0	0.0	-1.359	-3.973	-2.464	-10.2
0.314	0.004	0.004	-0.231	0.283	0.453	1.69
0.993	1.0	1.0	0.473	1.075	1.328	3.97
0.998	0.989	0.99	0.587	-0.202	-0.191	-0.9
0.985	1.0	1.0	0.525	2.011	1.896	5.02
0.997	0.997	0.998	0.553	0.175	0.242	0.946
0.953	0.086	0.018	-0.817	-3.752	-2.276	-12.1
0.981	0.984	0.954	0.53	-0.436	-0.562	-1.24
0.817	0.988	0.983	-0.823	-0.346	-0.145	-2.25
0.005	0.02	0.1	-0.908	-2.002	-1.754	-11.8
0.988	1.0	1.0	0.255	1.801	4.394	4.81
0.641	0.676	0.988	0.478	0.094	0.172	1.95
0.467	0.918	0.994	0.651	0.433	0.653	2.3
0.809	0.97	1.0	0.53	0.671	0.738	1.98
0.376	0.834	0.062	0.53	1.823	1.264	4.86
0.99	0.993	1.0	0.398	0.26	0.489	2.33
0.997	1.0	1.0	0.587	1.334	1.239	3.5
0.116	0.091	0.536	0.651	0.597	0.497	1.4
0.012	0.003	0.0	0.478	0.192	0.115	2.43
0.996	1.0	1.0	0.478	2.241	3.274	5.84
0.965	0.959	0.987	0.587	0.808	1.64	4.06
0.033	0.0	0.0	0.478	-0.492	-0.428	-3.54
0.252	0.006	0.067	0.53	-0.132	0.41	0.667
0.853	0.001	0.295	0.53	0.678	1.59	3.57
0.99	0.961	1.0	0.651	0.842	2.365	4.13
0.032	0.001	0.709	-0.359	0.097	1.088	1.92
0.001	0.0	0.0	-0.332	-0.035	0.021	-0.0697
0.068	0.036	0.97	-0.541	-0.06	-0.201	-0.862
0.453	0.0	0.74	0.525	-0.607	-0.349	-1.35
0.937	0.025	0.995	0.587	0.124	-0.077	0.71
0.084	0.002	0.004	-0.32	0.854	1.151	3.87
0.028	0.025	0.229	-0.187	-2.306	-1.647	-10.4
0.991	0.975	0.87	-0.193	-0.619	-0.486	-4.65
0.996	0.997	0.98	-0.267	-0.129	-0.178	0.479
0.999	1.0	1.0	0.525	2.285	3.697	5.98
0.981	0.99	0.994	-0.342	-0.477	0.042	-1.24
0.969	0.997	0.998	-0.332	-0.154	0.25	-1.18
0.933	1.0	1.0	-0.285	1.073	1.555	4.79
0.989	0.999	0.998	0.525	0.101	0.031	1.99
0.932	1.0	1.0	0.53	0.466	0.449	1.77
0.013	0.987	0.93	-0.321	0.093	-0.364	0.0817
0.578	0.904	0.601	-0.267	-0.457	-0.799	-2.92
0.986	0.996	0.769	0.587	-0.142	-0.75	-2.28
0.922	0.99	0.998	-0.14	0.403	0.426	1.74
0.08	0.98	0.976	0.587	-0.463	-0.325	-2.15
0.998	0.999	0.94	0.525	0.116	-0.307	0.386
0.994	0.564	0.0	0.651	0.147	-0.104	0.591
0.475	0.864	0.999	0.53	-0.077	0.761	0.82
0.943	1.0	1.0	0.547	0.67	2.171	3.77
0.998	1.0	1.0	0.651	0.99	1.166	3.4
0.006	0.001	0.213	-0.383	0.414	1.682	3.21
0.003	0.01	0.032	-3.512	-2.789	-2.192	-11.6
0.997	1.0	1.0	0.581	2.75	5.625	5.53
0.174	0.75	0.952	-0.144	0.084	0.139	0.282
0.787	1.0	1.0	-0.368	0.378	0.922	3.06
0.048	0.001	0.094	-1.014	-0.345	-0.131	-0.576
0.999	0.998	0.99	0.53	-0.049	-0.03	-1.13
0.992	1.0	0.999	-0.373	0.314	0.339	0.388
0.975	0.764	0.076	-1.141	-1.04	-1.548	-3.58
0.983	0.806	0.982	0.53	-0.156	-0.015	-1.47
0.049	0.032	0.039	0.166	-0.178	-0.15	-0.744
0.175	0.002	0.002	0.198	-0.731	-0.644	-3.38
0.011	0.0	0.0	-0.358	-2.863	-2.852	-7.2
0.01	0.003	0.003	-1.115	-0.468	-0.472	-2.05
0.206	0.857	0.854	0.651	2.368	2.345	3.69
0.721	0.957	0.756	0.457	0.036	0.164	0.758
0.994	0.999	1.0	0.551	0.074	1.047	0.0333
0.992	0.961	0.802	-0.332	-0.745	-0.633	-1.96
0.294	0.955	0.776	-0.329	-0.499	-0.906	-3.3
0.805	0.811	0.709	-1.147	-1.404	-0.814	-8.97
0.63	0.161	0.006	-0.155	0.449	0.104	1.73
0.494	0.036	0.809	0.53	0.452	0.459	1.55
0.605	0.169	0.806	-0.415	-0.489	-0.033	-2.02
0.065	0.058	0.165	0.393	0.03	-0.21	0.644
0.997	0.997	0.986	0.53	-0.175	-0.024	-1.37
0.937	0.981	0.975	0.651	-0.427	-0.122	-4.33
0.013	0.828	0.999	0.651	2.483	2.057	5.34
0.915	0.009	0.027	0.53	-0.972	-0.721	-5.33
0.91	0.386	0.002	-0.268	-3.083	-4.033	-11.9
0.993	1.0	1.0	0.651	0.39	1.042	2.13
0.016	1.0	1.0	-0.768	0.407	0.648	1.5
0.934	0.997	0.998	0.557	0.064	0.277	1.93
0.92	0.986	0.999	-1.24	-0.276	0.38	-2.85
0.995	0.808	0.935	0.645	-0.077	-0.135	-0.182
0.257	0.956	0.997	-0.633	-0.006	0.192	1.35
0.953	0.587	0.059	0.581	0.383	0.33	2.04
0.775	0.908	0.984	-1.146	-0.033	-0.087	-0.785
0.996	1.0	1.0	0.375	0.937	0.593	3.25
0.982	0.997	0.997	-0.345	-0.162	0.152	-3.16
0.237	0.0	0.001	-1.124	-2.369	-1.958	-11.7
0.778	0.147	0.22	0.452	-0.423	-0.491	-3.04
0.975	0.475	0.764	0.53	0.215	0.08	1.31
0.73	0.001	0.036	0.53	-1.64	-1.188	-7.46
0.421	0.003	0.03	0.553	0.092	0.368	0.697
0.061	0.708	0.011	0.557	2.486	1.117	4.38
0.291	1.0	1.0	0.645	1.169	1.455	3.82
0.326	1.0	0.999	-0.141	0.903	1.005	4.3
0.811	0.985	0.954	-0.155	-0.082	-0.327	-0.925
0.648	0.981	0.784	-0.255	-0.077	-0.235	-1.92
0.983	1.0	1.0	0.457	2.053	2.396	4.0
0.66	0.969	0.945	0.651	-0.31	-0.308	-0.418
0.772	0.98	0.8	-0.161	-0.113	-0.381	-0.493
0.882	1.0	1.0	0.538	2.691	1.852	5.41
0.995	1.0	1.0	0.525	2.32	1.199	4.72
0.166	0.675	0.999	0.457	0.45	1.622	2.58
0.038	0.0	0.006	-0.48	0.444	1.848	2.56
0.997	1.0	1.0	0.559	1.475	1.669	4.98
0.841	0.998	0.962	-0.65	0.106	-0.111	0.105
0.207	0.997	0.991	-0.163	0.021	-0.029	1.17
0.013	0.873	1.0	-0.144	1.629	1.882	4.11
0.766	1.0	1.0	-0.28	0.394	0.422	1.65
0.96	0.852	0.123	0.53	-0.644	-1.56	-5.69
0.999	0.999	0.998	0.53	0.06	0.033	0.33
0.995	1.0	1.0	0.457	2.056	2.167	5.44
0.79	0.002	0.998	0.457	0.195	1.479	2.46
0.996	0.057	0.007	0.53	-1.04	-1.373	-9.12
0.987	1.0	1.0	-0.705	0.875	2.384	3.93
0.976	1.0	0.999	0.457	0.602	0.241	0.921
0.969	1.0	1.0	0.379	0.799	0.413	3.74
0.719	0.004	0.001	-0.466	0.142	-0.019	0.515
0.154	0.362	0.008	0.559	-0.169	-0.319	-0.761
0.163	0.288	0.372	0.478	0.236	0.22	0.318
0.946	1.0	0.99	-0.202	0.693	-0.045	2.29
0.993	0.978	0.937	-0.267	-0.686	-0.436	-4.75
0.031	0.801	0.894	0.299	-0.071	0.22	-1.26
0.994	0.924	0.859	0.557	-0.679	-0.706	-5.25
0.564	0.422	0.635	-1.119	-1.159	-0.719	-5.74
0.936	0.844	0.773	-0.295	-0.78	-0.555	-3.06
0.994	0.999	0.939	0.398	0.032	-0.453	-2.44
0.988	0.887	0.956	-0.266	-1.5	-0.263	-7.73
0.963	0.996	0.99	-0.44	-0.227	-0.138	0.123
0.824	0.995	0.991	0.399	1.926	1.164	4.26
0.014	0.999	1.0	0.581	1.375	3.592	4.75
0.022	0.999	0.997	-0.243	0.324	0.094	1.42
0.986	0.999	0.999	-0.261	0.136	0.188	0.875
0.966	0.999	0.954	0.478	0.009	-0.369	-0.0829
0.714	1.0	1.0	0.557	1.1	2.072	3.18
0.297	0.393	0.371	0.53	0.433	0.41	3.31
0.986	1.0	1.0	0.651	2.736	2.103	4.61
0.978	1.0	1.0	0.48	2.54	2.587	3.63
0.96	0.999	0.998	0.651	0.366	0.909	1.95
0.992	0.999	0.993	-0.16	0.075	-0.053	-0.455
0.722	1.0	1.0	0.53	0.902	1.344	3.96
0.991	0.999	0.999	0.478	0.974	0.919	4.26
0.972	0.501	0.398	-1.254	-2.214	-1.058	-10.6
0.99	0.994	0.999	0.478	0.117	0.411	0.414
0.049	0.0	0.0	0.457	-0.697	-0.701	-2.99
0.037	0.814	0.861	0.525	1.047	0.672	2.91
0.75	0.763	0.997	0.525	0.324	1.037	3.0
0.009	1.0	1.0	-0.187	1.49	4.629	5.06
0.05	0.081	0.022	-3.495	-3.23	-2.535	-11.8
0.575	1.0	1.0	-0.309	0.768	3.164	3.97
0.962	1.0	0.999	0.457	0.998	0.355	3.21
0.336	0.869	0.987	-0.376	0.658	0.012	2.2
0.685	1.0	1.0	-0.308	0.824	0.715	2.83
0.996	1.0	1.0	0.557	2.421	1.156	4.05
0.997	1.0	0.959	0.651	1.321	0.227	2.13
0.993	0.991	0.946	0.645	-0.091	-0.256	-1.66
0.971	0.893	0.925	-0.246	-0.681	-0.216	-1.47
0.961	0.999	0.999	0.55	0.071	0.434	0.933
0.976	1.0	1.0	0.651	2.573	1.313	4.66
0.704	1.0	1.0	0.559	1.17	0.6	4.38
0.161	0.002	0.001	-0.267	-0.193	0.056	-0.385
0.03	0.001	0.001	-0.993	-0.52	-0.11	-1.82
0.021	0.999	1.0	-0.15	0.827	1.814	4.13
0.949	1.0	0.998	0.651	0.795	0.358	2.64
0.835	0.998	0.999	-0.415	0.124	0.355	0.691
0.999	0.997	0.995	0.515	-0.221	0.061	-2.4
0.66	1.0	0.995	0.398	0.349	-0.019	-0.435
0.982	0.962	0.057	0.53	-1.076	-2.004	-9.68
0.721	0.989	0.767	-0.235	-0.177	-0.394	-1.37
0.542	0.082	0.965	-1.141	-1.03	-0.187	-1.86
0.05	0.006	0.0	-0.309	-0.032	0.001	0.854
0.992	1.0	1.0	0.457	0.866	2.196	2.41
0.99	0.9	0.362	0.53	-0.203	-0.244	-1.31
0.575	1.0	1.0	-0.144	1.149	2.41	3.71
0.711	0.603	0.897	0.559	0.007	0.188	-1.59
0.992	0.879	0.913	-0.359	-1.267	-0.361	-3.46
0.991	1.0	1.0	-0.34	0.414	0.625	1.25
0.996	1.0	1.0	0.559	1.416	0.978	3.64
0.981	1.0	1.0	-0.235	0.923	1.18	2.37
0.998	1.0	1.0	0.457	2.246	2.662	5.9
0.996	0.999	1.0	0.645	0.102	0.556	2.11
0.615	0.701	0.615	-0.777	-1.186	-0.455	-6.78
0.993	0.999	0.992	-0.144	0.305	0.015	1.81
0.996	0.993	0.993	-0.269	-0.34	0.058	-2.45
0.999	1.0	1.0	0.651	1.338	1.807	4.56
0.998	1.0	0.995	0.646	0.723	0.083	2.06
0.952	1.0	1.0	0.651	0.709	0.889	2.47
0.943	0.985	0.053	-0.353	-0.198	-0.287	-1.99
0.984	0.998	1.0	0.645	0.409	1.366	2.93
0.285	0.999	1.0	0.587	0.714	2.643	3.86
0.998	0.999	0.999	0.478	0.086	0.377	-0.067
0.205	0.004	0.0	-1.387	-0.943	-1.278	-5.84
0.411	0.043	0.045	0.457	-1.339	-1.494	-8.34
0.931	0.966	0.419	0.559	-0.063	-0.51	-3.75
0.714	1.0	1.0	0.651	1.226	0.925	4.6
0.601	0.059	0.002	0.651	-0.73	-0.341	-4.27
0.992	0.72	0.768	0.53	-1.615	-0.709	-9.35
0.888	1.0	1.0	0.478	0.859	1.289	3.0
0.995	0.999	0.933	-0.269	-0.048	-0.522	-1.69
0.994	0.999	0.998	0.468	0.512	0.317	3.26
0.999	1.0	1.0	0.478	2.331	1.333	6.08
0.998	0.979	0.891	0.553	-0.638	-0.527	-5.37
0.52	0.063	0.957	0.451	0.345	0.137	0.943
0.953	0.318	0.751	-0.417	-1.964	-0.288	-6.07
0.996	0.997	0.828	0.452	-0.109	-0.6	-1.77
0.957	0.778	0.297	-0.92	-1.619	-1.093	-8.71
0.991	0.998	0.698	-0.155	0.021	-0.726	-0.967
0.997	1.0	0.998	0.53	0.544	0.187	2.27
0.956	0.25	0.915	-0.368	-1.189	-0.284	-6.98
0.93	1.0	1.0	0.379	0.758	1.823	3.95
0.998	0.999	1.0	0.525	0.103	0.589	-0.115
0.994	1.0	1.0	0.53	0.932	1.94	4.48
0.984	0.985	0.578	0.587	-0.31	-0.817	-2.27
0.999	1.0	1.0	0.53	0.927	2.462	4.43
0.874	1.0	1.0	-0.23	1.419	0.728	4.82
0.976	0.983	0.952	-0.446	-0.409	-0.374	-1.13
0.722	0.005	0.401	0.651	-0.086	0.894	1.09
0.996	0.658	0.999	0.457	-0.955	0.386	-5.96
0.997	1.0	0.995	0.53	0.479	0.077	2.27
0.98	0.6	0.12	-0.17	-1.87	-1.723	-12.1
0.808	0.998	1.0	-0.92	0.178	0.903	2.38
0.996	0.506	0.089	0.53	-2.182	-2.28	-11.1
0.576	0.001	0.001	-0.18	-1.808	-1.963	-10.2
0.015	0.012	0.003	-0.804	-0.195	-0.155	-1.43
0.813	0.165	0.852	-0.893	-0.774	0.122	-1.8
0.998	1.0	1.0	0.651	2.712	1.409	4.69
0.993	1.0	1.0	0.557	2.363	4.25	5.09
0.268	0.016	0.116	-2.662	-1.262	-0.785	-8.97
0.152	0.917	0.207	-0.803	-1.181	-2.201	-9.7
0.995	1.0	1.0	0.478	1.044	1.448	4.76
0.823	0.969	0.722	0.451	-0.231	-0.971	-1.93
0.99	1.0	1.0	0.557	0.723	0.532	2.26
0.993	1.0	0.84	0.557	0.434	0.006	2.23
0.017	0.001	0.0	0.645	0.24	0.244	1.56
0.996	1.0	1.0	0.53	2.096	2.2	5.52
0.997	1.0	1.0	0.53	0.368	0.847	0.666
0.999	0.999	0.999	0.651	0.058	0.363	1.89
0.9	1.0	0.999	-1.44	0.671	0.375	3.66
0.229	0.144	0.751	-0.333	-1.059	-0.844	-5.85
0.925	1.0	1.0	0.53	1.918	4.546	5.15
0.941	0.49	0.002	0.525	-0.482	-0.743	-5.12
0.994	0.999	1.0	0.651	0.212	1.841	1.96
0.994	0.997	0.999	-0.297	-0.136	0.374	0.176
0.985	1.0	1.0	-0.309	0.377	0.387	2.59
0.796	0.121	0.023	-1.837	-3.041	-2.084	-11.9
0.999	1.0	1.0	0.53	1.072	0.804	3.45
0.99	0.013	0.0	0.587	-0.191	0.084	0.717
0.812	0.579	0.834	0.457	0.208	0.764	1.45
0.994	0.999	0.997	-0.297	0.117	-0.004	-1.08
0.001	0.0	0.0	-0.148	-1.474	-1.617	-6.09
0.969	0.999	1.0	0.651	0.683	0.693	3.3
0.601	0.992	0.998	0.651	0.186	0.315	0.477
0.998	0.996	0.999	0.651	1.243	0.402	3.16
0.781	0.501	0.06	-2.587	-1.384	-1.699	-7.61
0.968	0.999	0.72	0.478	0.422	0.46	1.9
0.003	0.625	1.0	-0.176	-0.028	1.514	1.39
0.75	0.224	0.042	0.553	-0.411	-0.634	-2.16
0.001	0.0	0.0	-0.29	-1.166	-0.896	-7.74
0.463	0.14	0.1	-0.355	-0.237	-0.073	-1.65
0.0	0.0	0.0	-0.144	-0.716	-0.661	-2.97
0.972	0.998	0.999	-0.253	-0.086	0.508	-0.528
0.97	0.989	0.743	-0.35	-0.159	-0.728	-2.2
0.68	0.03	0.019	-1.764	-2.789	-1.992	-11.7
0.954	1.0	1.0	0.651	1.288	1.989	4.06
0.994	1.0	0.999	-0.261	0.444	0.357	0.481
0.995	0.998	0.348	0.53	-0.119	-1.211	-2.16
0.996	1.0	0.998	0.474	0.936	0.171	3.24
0.998	0.999	1.0	0.581	0.363	1.186	3.13
0.967	0.722	0.927	0.478	0.302	0.952	1.26
0.452	0.914	0.903	-0.14	-0.68	-0.505	-3.31
0.361	0.998	1.0	0.559	2.13	1.761	3.81
0.096	0.996	1.0	0.478	0.459	0.739	3.45
0.997	0.998	0.964	0.444	-0.03	-0.235	-0.654
0.94	0.035	0.019	-0.468	-3.272	-3.184	-10.4
0.983	0.121	0.257	-0.131	-1.753	-1.319	-9.84
0.989	0.913	0.503	-0.278	-0.49	-0.514	-1.56
0.998	1.0	1.0	0.559	1.299	1.899	4.68
0.017	0.762	0.968	0.55	2.747	1.07	3.89
0.994	1.0	1.0	0.53	1.045	1.24	3.42
0.463	0.997	0.983	0.525	0.137	0.004	0.0894
0.492	0.142	0.0	-2.97	-2.645	-3.813	-11.4
0.0	0.0	0.0	-0.225	0.475	0.322	0.468
0.83	0.997	1.0	0.559	0.921	0.594	3.52
0.97	0.994	0.992	-0.377	-0.079	0.081	0.6
0.939	1.0	1.0	0.651	0.753	2.366	4.0
0.998	0.998	0.993	0.525	0.09	0.07	0.642
0.995	0.999	0.983	0.651	0.111	-0.108	0.402
0.639	0.998	0.999	0.645	2.933	1.071	5.13
0.837	1.0	1.0	0.651	2.766	3.634	5.53
0.99	0.968	0.984	0.53	-0.381	-0.207	-1.39
0.001	0.0	0.001	0.379	0.227	0.765	2.48
0.001	0.0	0.0	-0.18	-0.272	-0.265	-1.25
0.225	0.006	0.028	0.651	0.229	0.817	1.12
0.688	0.197	0.759	0.451	0.853	0.778	2.8
0.985	1.0	1.0	0.525	2.237	1.142	4.66
0.122	0.702	0.07	0.478	0.978	0.485	4.57
0.99	1.0	1.0	-0.278	0.995	1.329	4.58
0.78	0.267	0.026	-1.154	-1.509	-1.006	-4.28
0.85	0.994	0.994	0.53	-0.187	-0.125	-1.98
0.014	0.272	0.0	-2.422	-0.493	-1.203	-4.37
0.004	0.804	1.0	-0.297	0.5	0.946	3.5
0.204	0.621	0.663	0.33	0.091	0.13	0.56
0.003	0.0	0.0	-0.25	-0.143	-0.155	-0.638
0.004	0.058	0.51	-0.777	-1.496	-0.11	-6.65
0.995	1.0	0.999	0.645	0.827	0.394	4.2
0.987	1.0	1.0	-0.161	1.553	1.748	4.23
0.915	0.89	1.0	-0.48	0.032	1.375	1.73
0.995	0.998	1.0	0.457	0.252	1.258	1.85
0.393	0.997	0.992	-2.368	-0.142	-0.257	-1.22
0.131	0.94	0.989	-0.453	0.319	0.112	0.762
0.64	0.906	0.217	-1.092	0.177	0.188	1.51
0.916	0.975	0.413	-1.205	-0.568	-0.928	-5.97
0.851	0.992	0.998	-0.278	-0.353	0.047	-1.26
0.027	0.047	0.017	0.587	0.738	0.672	3.41
0.998	1.0	1.0	0.53	0.356	0.695	1.11
0.997	1.0	1.0	0.53	1.014	0.487	2.93
0.976	0.998	0.946	0.53	1.014	0.527	2.74
0.834	0.999	1.0	0.651	0.817	0.692	3.82
0.936	0.566	0.421	-0.469	0.279	0.359	2.14
0.98	0.989	0.998	-0.18	0.091	0.303	0.421
0.345	0.957	0.602	-0.35	-0.034	-0.079	-0.905
0.016	0.0	0.0	-0.321	-1.623	-1.414	-10.1
0.491	0.027	0.0	0.452	-0.488	-1.097	-5.61
0.831	0.529	0.383	0.525	-0.013	0.03	-0.583
0.953	1.0	0.998	0.455	0.877	0.219	2.83
0.637	0.998	0.997	-0.261	0.088	0.222	2.03
0.896	1.0	1.0	0.473	1.046	1.144	3.01
0.342	1.0	0.999	-0.879	0.282	0.293	0.947
0.377	0.001	0.003	-0.375	-2.427	-1.981	-8.61
0.985	0.908	0.109	-0.278	-0.651	-1.829	-8.11
0.5	0.151	0.001	-0.142	-0.173	-0.243	-1.5
0.976	1.0	1.0	0.53	0.455	0.36	1.35
0.985	1.0	1.0	0.55	2.57	1.749	4.01
0.001	0.0	0.011	-0.255	-0.681	-0.111	-2.37
0.991	0.979	0.87	0.587	0.179	0.234	1.31
0.927	0.996	0.999	-0.264	-0.145	0.27	-0.147
0.996	0.994	0.979	-0.169	-0.231	-0.062	-1.71
0.994	0.941	0.211	0.651	-0.805	-1.129	-4.17
0.998	1.0	1.0	0.581	0.654	1.565	3.1
0.988	1.0	0.999	0.473	0.357	0.439	0.901
0.799	1.0	1.0	0.645	1.378	1.86	4.5
0.754	0.041	0.084	0.451	0.608	1.269	2.21
0.296	1.0	1.0	0.457	2.274	0.683	3.63
0.998	1.0	0.965	0.587	0.366	-0.153	0.264
0.992	0.999	0.699	0.53	0.083	-0.785	0.157
0.946	0.999	0.999	-1.396	0.133	0.413	2.25
0.994	1.0	1.0	0.53	2.276	3.663	5.95
0.214	0.034	0.007	-1.371	-0.684	-0.822	-4.49
0.926	0.05	0.0	0.53	2.034	0.126	1.69
0.989	0.982	0.864	0.457	-0.538	-0.474	-4.88
0.969	0.999	0.99	0.457	0.27	0.023	1.31
0.985	0.81	0.073	-0.323	-1.434	-1.628	-10.3
0.996	0.999	0.999	0.55	0.26	0.363	2.69
0.325	0.001	0.0	0.457	-0.008	-0.151	-1.44
0.817	0.647	0.038	0.525	0.51	0.278	1.78
0.991	1.0	1.0	-0.246	1.261	1.864	4.29
0.981	0.899	0.827	-1.274	-1.49	-0.588	-11.3
0.99	0.993	0.487	-0.454	-0.354	-1.034	-4.39
0.969	1.0	1.0	0.581	1.487	4.618	4.99
0.984	1.0	1.0	0.462	2.502	1.052	3.91
0.865	1.0	1.0	0.462	1.418	1.262	4.56
0.982	0.569	0.011	-0.339	-0.343	-0.474	-2.74
0.995	0.996	0.999	0.651	1.361	2.169	4.71
0.045	0.0	0.0	-0.266	-3.063	-1.561	-11.0
0.953	0.487	0.251	-1.112	-2.529	-1.478	-11.7
0.875	0.117	0.01	-0.147	-2.732	-3.167	-11.9
0.951	1.0	1.0	0.651	1.385	0.638	3.91
0.884	0.624	0.323	0.525	-0.815	-0.778	-5.83
0.932	0.997	0.901	-0.17	0.086	-0.367	-2.1
0.044	0.457	0.664	-0.359	-0.117	-0.057	-1.97
0.986	0.31	0.075	-0.434	-1.915	-1.979	-10.8
0.999	1.0	1.0	0.645	2.695	2.687	4.35
0.999	1.0	1.0	0.645	2.695	2.687	4.35
0.999	1.0	1.0	0.525	2.177	2.276	4.35
0.992	0.998	0.993	-0.246	-0.049	0.043	-1.02
0.388	0.991	0.984	0.559	-0.146	-0.169	0.44
0.996	0.953	0.964	-0.155	-0.749	-0.378	-1.69
0.29	0.0	0.0	-2.277	-3.043	-1.536	-10.6
0.912	0.054	0.011	-0.921	-3.642	-3.405	-10.9
0.996	1.0	1.0	0.651	2.631	2.077	5.6
0.983	0.996	0.522	0.651	0.296	0.094	1.25
0.977	0.964	0.826	-0.255	-0.867	-0.451	-6.11
0.929	0.29	0.465	0.45	-1.836	-0.657	-7.92
0.024	0.0	0.0	-0.14	-0.249	-0.359	-1.79
0.998	1.0	1.0	0.478	0.402	0.553	3.26
0.971	0.999	0.999	0.359	0.02	0.22	-0.268
0.899	0.015	0.002	0.478	-0.375	-0.742	-4.15
0.906	0.792	0.471	-0.261	-0.962	-0.896	-6.09
0.994	0.001	0.004	0.525	-1.989	-0.792	-10.1
0.055	0.992	1.0	-0.332	0.071	1.083	1.92
0.026	0.006	0.016	0.587	0.317	0.195	1.83
0.976	0.999	0.983	0.645	0.229	-0.202	0.611
0.446	0.702	0.998	0.559	1.156	3.073	3.78
0.163	0.0	0.048	-1.11	-0.907	-1.33	-4.98
0.086	0.994	0.616	0.457	-0.269	-1.002	-0.763
0.0	0.0	0.0	-2.273	-1.546	-0.849	-7.52
0.24	0.006	0.016	-0.18	0.295	0.138	2.31
0.736	0.416	0.016	0.525	-0.192	-0.219	-0.334
0.592	0.997	0.982	-0.363	0.37	-0.126	0.47
0.366	0.001	0.0	0.45	-0.091	-0.346	-1.1
0.957	0.688	0.03	0.45	-0.324	-0.691	-3.85
0.946	0.966	0.049	-0.332	0.39	0.159	2.09
0.773	0.007	0.0	-0.428	0.474	-0.235	0.466
0.126	0.012	0.986	-1.214	-0.39	0.239	-1.27
0.859	0.981	0.992	0.492	2.221	0.336	3.06
0.921	0.365	0.99	0.455	2.042	3.946	5.39
0.997	1.0	1.0	0.651	0.416	0.678	2.89
0.984	1.0	1.0	0.587	2.811	1.881	5.93
0.992	1.0	1.0	0.525	1.058	2.007	4.75
0.994	1.0	1.0	0.651	1.581	0.715	4.3
0.998	1.0	1.0	0.651	1.413	3.481	5.12
0.684	0.79	0.486	-0.295	-0.123	0.016	0.497
0.427	0.978	0.972	0.462	-0.097	-0.134	-1.3
0.699	0.0	0.0	-0.464	-1.47	-1.801	-7.69
0.903	0.981	0.98	0.462	2.539	0.97	4.41
0.867	0.977	0.999	0.374	-0.304	0.347	-1.71
0.989	1.0	1.0	0.455	0.581	2.044	3.39
0.977	0.725	0.008	0.53	-1.805	-2.748	-9.72
0.814	1.0	1.0	0.307	2.258	3.713	4.9
0.083	0.0	0.0	-0.961	-3.724	-4.123	-12.2
0.999	1.0	1.0	0.651	2.735	4.332	5.81
0.993	0.928	0.94	-0.309	-0.975	-0.347	-5.68
0.997	1.0	1.0	0.53	1.008	0.674	4.7
0.824	0.782	0.923	-0.803	-1.581	-0.63	-7.82
0.952	0.999	0.972	0.452	0.062	-0.287	1.78
0.047	0.001	0.0	0.525	-0.225	-0.184	-1.37
0.996	1.0	1.0	0.374	0.451	0.875	3.12
0.998	1.0	1.0	0.525	0.994	2.49	4.33
0.996	0.998	1.0	0.53	-0.048	0.565	0.956
0.18	0.0	0.001	-1.217	-2.551	-1.283	-10.2
0.999	1.0	1.0	0.651	2.891	3.121	6.08
0.996	0.997	0.975	0.53	-0.173	-0.161	-1.68
0.995	0.974	0.464	-0.309	-0.705	-1.089	-7.07
0.992	1.0	1.0	0.587	1.527	0.555	4.8
