priPhCons	mamPhCons	verPhCons	priPhyloP	mamPhyloP	verPhyloP	GerpS
0.967	0.984	0.494	-0.155	-0.443	-1.028	-3.42
0.989	1.0	1.0	0.651	0.357	1.095	0.753
0.271	0.007	0.0	-0.295	-0.525	0.072	-3.72
0.104	0.037	0.997	0.581	-0.401	0.1	-1.61
0.938	0.904	0.997	0.581	0.358	0.121	1.44
0.419	0.999	1.0	0.651	0.843	0.56	2.87
0.969	1.0	1.0	0.651	1.044	0.405	3.56
0.898	0.729	0.622	-0.304	-0.144	0.067	-0.895
0.959	0.997	0.963	-0.49	-0.221	-0.616	-4.04
0.018	0.02	0.83	-1.379	-1.24	-0.38	-5.69
0.186	0.0	0.0	-0.98	-2.641	-1.946	-12.1
0.802	0.975	0.28	-1.154	-0.72	-1.285	-2.87
0.998	0.999	0.991	0.53	0.088	-0.001	0.0534
0.977	0.011	0.006	0.587	-0.369	-0.329	-0.881
0.998	1.0	1.0	0.473	1.01	2.234	4.67
0.049	0.042	0.029	-0.885	-1.759	-0.952	-9.66
0.854	0.0	0.0	0.462	-0.816	-0.81	-4.52
0.861	1.0	1.0	0.645	1.349	1.231	4.14
0.99	0.042	0.199	0.525	-0.639	-0.732	-4.64
0.955	0.697	0.368	0.53	-1.756	-2.253	-10.1
0.063	0.094	0.136	-0.187	0.184	-0.277	-0.0882
0.996	0.998	0.999	0.651	0.78	0.251	0.913
0.968	0.549	0.797	-1.05	-1.148	-0.644	-5.05
0.994	1.0	1.0	0.557	1.432	1.676	1.84
0.691	0.895	0.004	0.53	-0.432	-0.572	-6.35
0.293	0.421	0.789	-1.232	-0.964	-0.696	-6.46
0.005	0.0	0.0	-1.521	-1.196	-1.902	-8.93
0.673	0.019	0.01	-0.449	-0.324	-0.692	-3.29
0.838	0.999	1.0	0.557	1.429	0.78	4.81
0.995	1.0	1.0	0.484	1.864	1.63	4.43
0.787	0.997	0.991	-0.157	0.283	-0.031	0.153
0.942	0.997	1.0	-0.332	0.096	0.752	1.9
0.001	0.0	0.0	-1.109	-2.746	-1.996	-10.9
0.078	0.972	0.509	-0.126	-0.182	-0.727	-2.53
0.128	0.083	0.106	-0.625	0.112	0.148	0.652
0.992	1.0	1.0	0.559	1.421	1.137	3.8
0.067	0.622	0.594	-0.801	-0.191	-0.212	-1.14
0.055	0.001	0.0	0.457	-1.054	-1.487	-4.11
0.974	0.998	0.932	0.255	-0.087	-0.687	-2.15
0.981	1.0	1.0	0.557	1.211	2.829	4.14
0.509	0.999	1.0	0.53	0.296	0.748	2.75
0.001	0.0	0.0	-5.387	-4.638	-4.32	-8.48
0.227	0.726	0.998	0.651	2.352	2.428	4.24
0.997	1.0	1.0	0.49	2.607	3.867	4.7
0.98	0.141	0.981	0.414	-0.339	0.16	-1.51
0.983	1.0	1.0	-0.142	1.426	1.201	4.81
0.01	0.415	0.999	0.651	1.751	1.603	2.53
0.82	0.024	0.032	-1.116	-2.424	-2.293	-8.29
0.995	0.998	0.994	0.553	0.238	-0.03	1.06
0.445	1.0	1.0	0.299	1.883	1.45	3.28
0.976	0.073	0.003	-0.14	-2.794	-3.106	-11.3
0.049	0.957	0.673	-1.783	-0.615	-0.827	-4.82
0.961	0.999	1.0	0.651	1.343	3.237	4.69
0.999	1.0	1.0	0.53	1.108	2.343	4.66
0.426	0.935	0.994	0.557	0.658	0.734	1.96
0.007	0.0	0.0	0.176	-0.29	-0.265	-1.68
0.999	1.0	1.0	0.645	0.441	1.421	2.93
0.998	1.0	1.0	0.525	1.113	0.933	4.41
0.995	1.0	1.0	0.559	1.244	1.216	3.91
0.149	0.0	0.0	0.457	-1.159	-0.53	-8.59
0.605	0.998	0.662	0.412	-0.004	-0.254	-0.941
0.005	0.0	0.0	-1.177	-1.069	-0.624	-4.38
0.079	0.011	0.163	0.547	0.328	0.205	1.27
0.223	0.002	0.001	-3.414	-3.858	-1.754	-10.9
0.883	0.01	0.002	-1.154	-4.292	-4.258	-9.3
0.263	0.747	0.305	-1.25	-1.283	-1.279	-4.55
0.931	0.764	0.998	0.457	0.079	0.695	2.05
0.964	1.0	1.0	-0.156	1.212	1.999	3.76
0.995	0.999	1.0	-0.269	0.078	0.586	0.582
0.219	0.953	0.975	-0.261	-0.922	-0.261	-3.53
0.985	1.0	0.999	0.462	0.984	0.369	2.34
0.993	1.0	0.999	0.645	1.169	0.501	3.35
0.762	0.468	0.009	-0.319	-1.15	-2.882	-8.7
0.878	0.697	0.924	-1.159	-1.409	-0.79	-4.8
0.447	0.469	0.003	0.559	1.281	0.579	4.48
0.951	0.938	0.369	-0.148	-0.34	-0.905	-3.25
0.965	0.916	0.934	-0.788	-0.005	-0.105	-0.543
0.939	1.0	1.0	0.559	0.753	0.84	2.63
0.915	0.942	0.746	-0.14	-0.184	-0.589	-1.26
0.434	0.605	0.006	0.307	0.861	-0.107	1.84
0.0	0.0	0.0	-1.379	-1.636	-1.561	-5.15
0.02	0.0	0.0	-1.801	-3.729	-3.164	-10.3
0.01	0.001	0.001	-0.14	-0.648	-0.989	-4.77
0.696	0.328	0.004	0.473	0.657	0.107	1.65
0.493	1.0	1.0	0.557	2.563	1.364	4.97
0.001	0.0	0.0	-0.794	-1.32	-1.239	-2.26
0.666	0.0	0.003	-0.353	-6.235	-3.902	-10.7
0.007	0.0	0.0	-0.274	0.469	0.566	3.45
0.988	0.995	1.0	0.457	0.169	0.916	1.83
0.204	0.0	0.011	-1.79	-1.641	-0.399	-3.05
0.998	0.995	0.982	0.53	-0.038	-0.086	-0.722
0.059	0.013	0.001	0.451	0.699	0.787	1.55
0.478	0.222	0.659	0.292	0.799	0.464	0.475
0.008	0.397	0.195	-1.119	-1.119	-0.806	-6.06
0.007	0.0	0.0	0.445	-0.067	-0.036	-0.491
0.963	0.026	0.0	-0.263	-0.2	-0.377	-0.468
0.044	0.007	0.008	0.494	-0.06	-0.062	-0.28
0.995	1.0	0.999	0.557	0.889	0.258	0.619
0.896	1.0	1.0	0.53	1.022	1.883	4.6
0.051	0.015	0.002	-0.514	-1.563	-0.866	-5.59
0.031	0.001	0.0	-2.118	-1.758	-2.063	-6.24
0.916	0.975	0.988	-1.321	-0.389	0.132	-3.29
0.014	0.0	0.0	0.557	-0.829	-0.666	-5.21
0.576	0.001	0.001	-1.489	-3.373	-2.19	-10.8
0.001	0.018	0.018	-1.515	-1.546	-2.395	-12.3
0.518	1.0	1.0	-0.26	1.344	0.643	3.75
0.93	0.99	0.244	0.457	-0.218	-0.76	-3.54
0.971	1.0	1.0	0.557	0.428	0.552	2.41
0.776	0.153	0.05	-2.388	-3.167	-2.424	-10.6
0.13	0.0	0.0	0.651	-0.081	0.026	1.08
0.83	0.772	1.0	-0.13	-0.158	0.75	-0.249
0.156	0.876	0.935	-1.084	-0.636	-0.329	-3.19
0.345	0.974	0.987	-0.307	0.358	0.658	0.455
0.995	1.0	0.989	0.651	2.707	0.001	4.62
0.693	0.818	1.0	0.411	0.912	0.914	1.09
0.676	0.001	0.001	-0.231	-1.446	-0.868	-10.8
0.995	1.0	1.0	0.597	2.253	3.685	5.08
0.997	1.0	1.0	0.559	0.897	0.627	2.29
0.461	0.997	1.0	-0.634	0.137	0.943	-0.0712
0.346	0.995	0.94	-0.777	0.912	0.217	3.11
0.011	0.002	0.039	0.139	-0.435	-0.375	-1.11
0.974	0.996	0.999	0.651	0.494	1.66	2.45
0.997	1.0	0.999	0.473	0.312	0.337	1.2
0.831	0.999	0.998	-0.326	0.264	0.289	0.879
0.203	0.143	0.288	-0.836	-2.619	-1.186	-10.8
0.627	1.0	1.0	0.651	2.686	4.513	5.71
0.993	0.999	0.999	0.559	0.232	0.357	0.249
0.986	0.009	0.036	-0.13	-0.648	-1.073	-3.74
0.906	0.99	0.999	0.457	1.058	1.01	4.05
0.0	0.001	0.001	-0.854	0.652	0.63	1.81
0.999	1.0	1.0	0.651	2.736	2.543	5.79
0.951	0.41	0.994	-0.255	-1.46	0.144	-7.49
0.241	0.997	0.99	0.645	0.242	-0.035	-0.0209
0.537	0.009	0.0	0.645	-2.598	-2.361	-11.6
0.441	0.998	0.994	-0.14	-0.002	0.105	-0.29
0.549	0.576	0.821	-2.236	-2.915	-2.039	-3.86
0.998	1.0	1.0	0.55	2.374	1.316	3.68
0.998	0.999	1.0	0.559	0.044	0.353	1.1
0.003	0.002	0.007	-0.674	-0.107	-0.301	-1.99
0.821	0.07	0.0	-0.155	0.328	-0.082	1.48
0.995	0.999	1.0	0.646	0.35	0.752	2.12
0.26	0.0	0.001	0.455	-0.435	-0.275	-2.68
0.617	0.032	0.031	0.274	-0.745	-0.235	-3.14
0.607	0.998	0.999	0.299	1.679	0.392	2.11
0.992	0.999	0.996	0.557	0.575	0.346	2.47
0.94	0.973	0.744	-1.217	-0.815	-0.903	-6.5
0.429	0.044	0.24	0.381	-0.439	-0.321	-4.5
0.247	0.991	0.996	-0.264	-0.217	-0.102	0.0138
0.01	0.0	0.0	0.503	-0.046	-0.303	-1.26
0.089	0.074	0.025	-0.392	-3.241	-2.535	-11.8
0.945	0.974	0.89	0.53	-0.769	-0.615	-7.13
0.003	0.011	0.001	0.451	0.625	0.838	2.14
0.996	0.981	0.676	0.53	0.114	0.151	1.78
0.739	0.0	0.002	-0.499	-3.334	-3.61	-10.1
0.976	1.0	1.0	0.307	1.039	0.845	2.81
0.002	0.0	0.0	-0.268	-2.573	-2.217	-11.7
0.004	0.004	0.0	0.064	0.065	0.207	0.743
0.99	1.0	1.0	0.53	0.486	1.165	2.29
0.011	0.021	0.001	0.484	0.166	0.053	0.334
0.992	0.968	0.914	0.651	-0.208	-0.23	-3.05
0.932	0.055	0.013	-0.267	-0.036	-0.125	-1.61
0.517	0.999	0.973	0.362	0.512	0.036	2.25
0.038	0.0	0.0	0.457	-0.804	-1.772	-6.01
0.984	0.937	0.882	0.473	-0.986	-1.091	-5.53
0.945	0.208	0.127	0.402	-1.586	-1.227	-9.21
0.992	1.0	1.0	-0.25	1.285	0.746	3.82
0.51	0.98	0.995	0.307	0.614	1.487	2.49
0.0	0.0	0.0	-4.391	-4.53	-3.702	-10.6
0.842	1.0	1.0	0.444	2.646	3.046	5.3
0.266	0.0	0.0	-0.375	-1.108	-2.196	-8.4
0.948	0.095	1.0	0.525	0.276	1.511	2.8
0.552	0.82	0.999	0.639	0.211	0.315	1.53
0.879	0.805	0.571	-1.025	-0.08	-0.069	-0.922
0.979	0.285	0.003	-1.089	-3.171	-3.706	-10.9
0.305	0.04	0.891	-0.142	1.33	1.665	4.39
0.976	0.239	0.109	-0.14	-3.44	-2.59	-12.2
0.181	0.985	0.893	0.587	0.25	0.035	0.778
0.982	0.995	0.985	0.457	0.006	0.072	0.147
0.812	1.0	1.0	-0.257	1.348	2.216	3.84
0.632	0.041	0.258	0.148	-0.116	-0.087	-0.373
0.043	0.605	0.704	-2.496	-1.555	-1.025	-4.76
0.007	0.0	0.0	0.537	-0.166	-0.174	-0.945
0.715	0.0	0.001	-0.298	-1.007	-1.128	-8.81
0.004	0.001	0.002	-0.353	1.289	1.578	4.21
0.037	0.0	0.001	-1.214	-3.313	-0.539	-8.5
0.99	1.0	1.0	0.559	1.46	1.559	4.87
0.993	1.0	0.992	-0.494	0.393	-0.067	1.75
0.294	1.0	1.0	0.553	1.048	0.786	3.04
0.459	0.143	0.003	-1.342	-3.918	-3.473	-10.3
0.943	0.978	0.998	-0.363	-0.162	0.203	0.352
0.93	0.998	0.996	-0.142	0.021	0.182	-0.194
0.967	0.999	0.999	-1.073	0.06	0.193	-0.206
0.396	0.386	0.997	-1.857	-0.423	0.142	0.228
0.455	0.001	0.003	-2.22	-5.555	-3.812	-10.9
0.029	0.047	0.004	-2.487	-0.248	-0.399	-1.11
0.38	0.488	0.0	0.3	-0.351	-0.598	-2.67
0.075	0.998	0.999	-1.108	-0.048	0.409	0.0361
0.258	0.81	0.048	-0.319	0.065	-0.486	-1.35
0.309	0.922	0.226	-1.203	0.396	0.257	1.99
0.0	0.0	0.0	-1.099	-1.478	-1.475	-6.33
0.37	0.997	0.953	0.457	-0.002	-0.142	-0.0097
0.001	0.0	0.0	-1.809	-3.259	-2.721	-8.01
0.015	0.0	0.0	-1.309	-0.481	-0.432	-3.51
0.984	0.157	0.025	-0.309	-3.502	-2.835	-11.3
0.983	0.998	1.0	-0.266	-0.072	0.824	1.11
0.827	0.999	0.979	-2.853	-0.042	-0.338	-0.515
0.456	0.443	0.079	-0.983	-1.835	-1.729	-11.2
0.833	0.98	0.991	0.587	0.096	0.127	-0.415
0.483	0.031	0.002	-0.374	-0.384	-0.686	-3.63
0.683	1.0	1.0	0.651	2.678	3.116	5.39
0.001	0.002	0.098	-0.28	1.233	2.035	4.13
0.94	1.0	1.0	0.462	2.474	0.47	3.87
0.0	0.0	0.0	-1.647	-0.935	-0.859	-3.75
0.081	0.018	0.823	0.448	0.814	1.558	0.945
0.279	0.987	0.981	0.651	1.443	0.596	3.52
0.203	0.178	0.448	0.651	0.092	0.147	-0.104
0.967	0.915	0.905	-1.02	-1.208	-0.451	-4.84
0.986	1.0	1.0	0.645	0.927	1.812	2.99
0.958	1.0	1.0	0.651	2.614	2.197	4.77
0.001	0.0	0.0	0.592	0.503	0.474	1.75
0.995	0.997	0.983	0.45	-0.205	-0.165	0.19
0.425	0.0	0.001	0.525	-0.543	-0.32	-1.38
0.002	0.028	0.001	-0.213	-0.209	-1.193	-1.4
0.993	1.0	1.0	0.553	0.375	1.537	2.94
0.998	1.0	1.0	0.651	1.284	1.972	3.65
0.002	0.018	0.0	-2.209	-1.237	-1.966	-6.06
0.998	1.0	1.0	0.478	0.924	1.242	2.82
0.002	0.505	1.0	0.559	0.977	0.92	1.24
0.988	0.686	0.151	-0.481	-1.824	-2.263	-9.74
0.98	1.0	0.982	0.479	1.956	1.282	4.11
0.004	0.0	0.0	-0.332	-2.257	-0.91	-9.25
0.96	0.999	1.0	0.486	0.128	0.783	-1.03
0.95	0.977	0.321	-0.312	-0.716	-1.426	-6.62
0.371	0.983	0.886	-0.92	-0.591	-0.613	-4.06
0.487	0.97	0.519	-0.908	-0.838	-0.887	-5.41
0.205	0.0	0.138	-0.231	0.035	-0.166	-0.579
0.056	0.034	0.049	-0.817	-0.404	-0.31	-0.892
0.998	1.0	1.0	0.53	0.919	0.777	4.43
0.107	0.927	0.998	0.3	1.476	0.104	2.93
0.02	0.313	0.574	0.452	0.408	0.633	2.84
0.15	0.871	0.984	-0.148	-0.013	-0.118	-2.26
0.214	0.56	0.937	0.357	1.714	1.646	2.97
0.042	0.0	0.0	-1.291	-3.517	-3.522	-8.53
0.253	0.843	0.981	-1.962	-0.283	0.472	0.445
0.987	0.724	0.044	-0.548	-1.98	-2.07	-9.51
0.007	0.0	0.0	-0.359	-0.848	-0.525	-4.42
0.608	0.662	0.754	-1.174	0.018	0.706	1.94
0.996	0.402	0.086	-0.193	-3.076	-2.222	-11.2
0.176	0.439	0.145	-1.119	-2.036	-2.575	-8.41
0.936	0.999	0.999	0.457	1.472	0.097	1.91
0.038	0.005	0.006	-1.355	-3.04	-2.781	-3.18
0.999	1.0	1.0	0.651	2.112	1.839	4.08
0.041	0.035	0.002	-1.05	-1.828	-2.042	-9.75
0.98	1.0	0.999	-0.133	0.953	0.556	3.19
0.997	1.0	1.0	0.651	0.866	1.244	2.85
0.996	1.0	1.0	0.651	1.63	1.525	5.28
0.001	0.408	0.954	-1.787	-0.647	-0.134	-2.57
0.144	0.961	0.963	-0.309	-0.323	-0.285	-1.79
0.982	1.0	1.0	-0.673	0.45	0.785	0.634
0.542	0.057	0.031	-0.273	-1.76	-1.892	-8.22
0.032	0.0	0.0	-1.075	-0.852	-0.503	-3.9
0.995	1.0	1.0	-0.246	1.273	1.242	3.57
0.0	0.0	0.0	-1.141	-1.168	-1.059	-2.53
0.001	0.0	0.0	-0.14	-0.071	-0.376	-2.06
0.926	0.755	0.273	-2.047	-1.912	-1.332	-5.74
0.907	0.977	0.976	0.559	-0.069	-0.317	-0.834
0.983	0.751	0.574	-0.449	-1.893	-1.848	-10.8
0.64	0.89	0.914	-0.307	-0.489	-0.213	-1.31
0.801	0.996	0.823	-1.992	-0.301	-0.744	-4.03
0.025	0.987	0.991	-2.616	-0.321	-0.303	-2.19
0.999	1.0	1.0	0.525	1.93	3.028	5.13
0.532	0.985	0.99	0.587	-0.549	-0.216	-1.89
0.822	0.992	1.0	0.479	0.444	0.687	2.63
0.01	0.434	0.974	-0.808	0.244	-0.183	2.14
0.979	0.996	0.999	0.646	0.906	1.187	3.08
0.02	0.003	0.004	0.255	0.127	0.162	0.694
0.0	0.0	0.001	-0.924	-3.05	-1.421	-9.6
0.093	0.093	0.968	0.181	0.184	0.096	-0.428
0.019	0.507	0.836	-0.691	0.359	0.787	0.861
0.942	0.686	0.343	-0.485	-2.335	-1.959	-9.66
0.146	0.006	0.003	-0.264	-1.622	-2.065	-9.02
0.006	0.005	0.007	0.157	-0.552	-0.482	-2.31
0.388	0.427	0.116	0.452	0.562	0.239	1.94
0.004	0.004	0.003	-0.519	-0.533	-0.513	-0.622
0.138	0.999	1.0	0.587	0.743	2.352	2.99
0.917	0.112	0.979	0.452	-0.176	0.319	-0.0979
0.95	0.721	0.075	-0.823	-1.562	-1.499	-9.2
0.991	0.829	0.916	-0.363	-1.375	-0.428	-8.58
0.229	0.033	0.039	0.478	-0.442	0.02	-1.18
0.969	0.315	0.003	-0.309	-2.901	-3.958	-10.2
0.53	0.937	0.455	-0.527	-0.347	-0.236	-3.49
0.868	1.0	1.0	0.645	2.832	1.921	5.98
0.991	0.999	0.997	0.557	0.145	0.388	0.621
0.994	0.997	0.99	0.37	-0.288	-0.229	-1.95
0.602	0.009	0.0	0.651	-0.119	-0.401	-1.61
0.47	0.559	0.749	-0.319	-1.095	-0.864	-6.44
0.003	0.006	0.007	0.148	-0.374	-0.575	-2.97
0.892	0.998	1.0	0.651	0.013	0.7	1.78
0.013	0.0	0.0	0.651	-0.794	-1.003	-4.97
0.89	0.993	0.953	-1.101	-0.195	-0.378	-0.266
0.023	0.995	0.968	0.645	0.341	0.385	3.04
0.14	0.0	0.021	-0.405	-0.222	-0.25	-3.5
0.012	0.0	0.0	-1.478	-2.652	-2.918	-5.29
0.483	0.982	0.998	0.651	0.034	0.312	1.81
0.98	1.0	1.0	0.651	2.823	1.382	4.96
0.034	0.001	0.0	-0.199	0.846	0.648	3.16
0.16	0.91	0.989	-0.836	0.055	0.276	1.34
0.66	0.605	0.739	-0.928	-1.974	-0.836	-11.0
0.003	0.0	0.0	-0.821	-3.301	-2.86	-8.19
0.854	0.999	0.999	-0.49	0.146	0.434	2.22
0.667	0.998	0.999	0.492	2.078	0.752	4.29
0.003	0.0	0.001	-1.541	-1.521	-0.974	-7.25
0.998	1.0	1.0	0.53	0.456	1.115	3.43
0.922	0.987	0.962	-0.14	0.266	0.052	2.13
0.242	0.237	0.282	0.128	0.129	0.138	0.0
0.99	0.998	0.999	0.525	0.085	0.431	0.271
0.05	0.0	0.001	0.124	-1.494	-1.516	-4.75
0.0	0.0	0.0	-0.187	-2.545	-1.463	-11.9
0.701	1.0	1.0	0.651	1.217	1.422	3.55
0.948	0.999	0.979	0.299	0.423	-0.302	0.142
0.998	1.0	0.999	0.557	0.969	0.394	2.48
0.003	0.0	0.0	-0.459	-0.302	-0.368	-1.62
0.243	0.0	0.0	-1.101	-2.299	-2.255	-10.1
0.996	1.0	1.0	0.651	1.18	1.205	3.26
0.915	0.999	1.0	0.538	0.248	1.059	2.0
0.857	0.999	1.0	0.385	0.577	0.83	2.07
0.013	0.0	0.0	-1.139	-2.05	-0.948	-9.09
0.001	0.002	0.003	-0.752	0.391	1.292	1.87
0.991	1.0	0.999	0.525	0.416	0.235	0.817
0.996	1.0	0.999	0.651	0.847	0.417	2.65
0.987	0.989	0.982	0.53	-0.539	-0.382	-3.91
0.001	0.0	0.002	-0.752	-0.644	-0.024	-1.22
0.993	1.0	0.998	0.53	1.112	0.187	3.28
0.002	0.73	0.052	-2.579	-1.635	-2.122	-9.33
0.254	0.431	0.941	-0.763	-0.297	-0.126	-0.824
0.945	0.988	0.796	0.457	-0.069	-0.577	-1.27
0.999	1.0	1.0	0.651	2.881	2.574	6.07
0.944	0.056	0.037	-0.385	-1.261	-1.563	-10.1
0.986	1.0	1.0	0.478	0.947	0.831	4.19
0.964	0.999	1.0	0.374	0.427	0.879	3.24
0.041	0.541	0.077	-1.167	-0.889	-1.329	-6.46
0.182	0.005	0.839	-0.921	-2.551	-0.61	-10.0
0.006	0.0	0.0	0.455	-0.53	-0.514	-1.87
0.946	0.743	0.999	-0.476	-0.091	0.574	0.551
0.995	0.999	0.998	0.53	0.099	0.139	-0.199
0.003	0.025	0.0	-0.388	-0.337	-0.195	-2.68
0.549	0.007	0.0	0.37	-3.618	-3.035	-8.67
0.024	0.822	0.309	-1.277	-1.018	-1.351	-4.53
0.118	0.001	0.002	0.478	-1.636	-1.442	-7.78
0.021	0.476	0.035	0.597	-0.217	0.218	1.14
0.006	0.005	0.172	-1.645	-2.501	-1.23	-5.36
0.874	0.282	0.284	-1.274	-2.138	-1.174	-10.7
0.98	0.994	1.0	-0.318	0.121	1.177	2.12
0.013	0.0	0.0	-0.333	-1.261	-1.332	-8.61
0.994	1.0	1.0	0.553	2.561	1.736	5.14
0.994	0.995	0.997	-0.187	-0.143	0.169	-0.883
0.002	0.0	0.0	-3.338	-4.351	-3.731	-6.95
0.954	0.999	1.0	0.587	0.184	0.71	2.49
0.581	0.999	1.0	-0.142	1.492	2.243	4.44
0.997	0.999	1.0	0.55	1.078	2.907	3.09
0.152	0.003	0.183	-0.157	-0.398	0.337	-1.27
0.0	0.006	0.0	0.0	-0.549	-1.102	0.0
0.051	0.035	0.978	-0.142	-0.596	-0.237	-3.15
0.576	0.637	0.604	-0.759	-2.866	-2.678	-7.48
0.195	0.929	0.522	0.651	1.445	0.439	3.48
0.003	0.0	0.902	-0.47	-0.828	-0.014	-4.97
0.991	0.404	0.296	0.462	-0.747	-0.997	-5.37
0.001	0.0	0.0	-2.99	-3.892	-4.439	-9.13
0.461	1.0	1.0	-0.142	0.488	1.645	1.45
0.023	0.291	0.999	-0.269	0.487	0.938	1.57
0.971	0.999	1.0	0.455	0.291	0.744	2.83
0.063	0.047	0.028	-2.079	-3.491	-2.582	-10.1
0.988	0.26	0.01	-0.514	-1.851	-2.044	-10.8
0.956	0.262	0.131	0.559	0.293	0.136	0.834
0.057	0.029	0.0	-1.116	0.117	-0.21	0.932
0.996	0.999	0.999	0.64	0.199	0.324	1.73
0.982	1.0	0.994	0.0	0.946	0.119	2.72
0.999	1.0	1.0	0.53	2.193	1.958	5.46
0.997	0.992	0.988	0.455	-0.422	-0.112	-2.73
0.688	0.642	0.295	-0.804	-1.95	-1.619	-10.4
0.916	0.967	0.804	-0.921	-0.967	-0.57	-6.55
0.992	0.565	0.553	0.535	-1.856	-1.905	-6.3
0.903	0.49	0.015	-0.261	-1.281	-1.149	-7.62
0.995	1.0	1.0	0.581	2.625	3.301	5.58
0.971	0.999	0.947	-0.301	0.188	-0.245	1.1
0.058	0.042	0.792	-0.224	0.782	1.077	1.62
0.002	0.089	0.005	-0.286	-0.386	-0.342	-4.09
0.997	1.0	1.0	0.53	0.446	1.97	3.41
0.079	0.604	0.001	-1.785	-1.252	-0.781	-4.99
0.857	0.91	0.964	-0.338	-0.877	-0.499	-4.12
0.0	0.0	0.0	-1.11	-0.846	-0.705	-3.73
0.149	0.04	0.062	-0.757	-2.234	-1.937	-9.93
0.202	0.078	0.587	0.307	0.239	0.812	0.722
0.665	0.999	0.999	-0.17	0.194	0.395	1.1
0.007	0.03	0.046	0.53	0.333	0.387	1.49
0.446	0.001	0.001	-0.774	0.322	0.27	1.49
0.013	0.015	0.01	0.53	0.115	0.142	-0.429
0.996	0.269	0.593	0.651	-1.345	-1.164	-8.71
0.721	0.959	0.683	0.568	-0.827	-0.836	-5.21
0.843	0.999	0.999	0.53	0.499	0.42	2.01
0.308	0.371	0.72	-3.866	-2.528	-1.494	-7.17
0.006	0.007	0.002	0.398	0.409	0.333	1.09
0.912	0.772	0.836	-1.167	-1.006	-0.469	-8.05
0.007	0.001	0.0	-0.373	-0.397	-0.207	-6.12
0.953	0.997	0.956	0.374	-0.202	-0.402	-1.63
0.996	0.997	0.984	-0.261	-0.082	-0.081	0.825
0.032	1.0	1.0	0.406	1.394	3.363	1.97
0.595	0.868	0.997	0.559	1.109	0.936	2.53
0.952	1.0	1.0	-1.006	0.839	0.526	1.65
0.0	0.0	0.018	-0.347	-0.781	0.111	-1.96
0.037	0.0	0.0	0.307	0.209	0.245	0.807
0.819	0.991	1.0	-0.156	0.164	1.745	1.75
0.279	0.275	0.003	-3.424	-1.376	-1.88	-3.92
0.94	0.0	0.0	0.457	-0.667	-0.426	-4.26
0.991	1.0	1.0	-0.155	0.788	0.863	4.06
0.934	1.0	1.0	-0.314	0.521	1.265	3.28
0.0	0.0	0.0	-0.223	0.323	0.568	1.11
0.003	0.014	0.642	0.299	-0.888	-0.74	-4.28
0.99	1.0	1.0	0.478	2.225	2.863	5.52
0.771	0.596	1.0	-0.777	0.016	1.537	1.1
0.001	0.0	0.0	0.639	0.112	0.122	0.254
0.973	0.999	0.998	-0.346	0.085	0.172	0.356
0.998	1.0	1.0	0.457	2.184	1.351	5.73
0.001	0.0	0.0	0.651	-0.292	-0.263	-1.47
0.002	0.0	0.0	0.307	-0.822	-1.004	-5.44
0.997	1.0	1.0	0.645	1.07	1.466	4.03
0.968	0.999	0.999	-0.334	0.17	0.197	0.508
0.995	1.0	1.0	0.486	1.992	1.447	3.01
0.98	0.97	0.821	0.651	0.702	0.177	1.67
0.996	1.0	0.999	0.557	0.516	0.311	2.56
0.0	0.0	0.0	0.651	0.36	0.638	2.5
0.017	0.924	0.175	0.646	1.429	1.188	3.21
0.919	1.0	1.0	0.651	2.679	2.011	4.49
0.982	0.989	0.853	0.462	0.307	0.148	0.955
0.59	0.999	0.979	0.557	1.26	0.536	3.09
0.994	1.0	1.0	0.651	2.611	2.866	4.08
0.43	1.0	1.0	0.651	1.463	0.848	3.99
0.987	1.0	1.0	0.651	2.659	3.81	5.64
0.436	0.999	0.999	-0.332	0.056	0.401	1.17
0.03	0.0	0.0	-2.606	-1.383	-1.275	-3.57
0.997	0.989	0.986	0.55	0.401	0.371	1.96
0.0	0.0	0.0	-1.046	-2.211	-2.326	-8.97
0.938	0.662	0.94	-1.163	-1.64	-0.12	-7.72
0.539	0.999	0.93	0.478	0.143	0.661	1.83
0.003	0.0	0.0	-0.217	-0.002	-0.038	-1.19
0.634	0.999	1.0	0.651	2.393	0.905	3.37
0.998	0.962	0.119	0.645	-0.619	-1.528	-5.78
0.529	0.212	0.021	0.645	0.713	0.274	2.15
0.016	0.0	0.004	-1.099	-3.497	-3.308	-11.1
0.899	0.823	0.109	-1.02	-1.862	-2.195	-10.5
0.008	0.0	0.0	-0.14	0.321	0.414	0.948
0.234	0.001	0.011	0.232	-0.768	-0.384	-3.78
0.002	0.0	0.0	-0.894	-0.415	-0.409	-1.63
0.403	0.882	0.579	-0.273	-1.313	-0.894	-8.8
0.549	0.99	0.873	0.455	-0.097	-0.353	-2.75
0.0	0.0	0.005	-0.0	-0.0	0.983	0.0
0.005	0.0	0.001	-1.416	-0.61	-0.775	-3.85
0.067	0.184	0.316	-0.391	-0.624	-0.834	-3.92
0.147	0.033	0.0	-0.378	-2.473	-3.626	-9.38
0.984	1.0	0.997	0.651	1.496	0.468	3.86
0.145	0.998	0.999	0.185	0.847	-0.096	1.1
0.99	0.999	1.0	0.557	0.671	1.904	3.82
0.994	0.989	0.999	-0.261	-0.56	0.194	-1.06
0.991	1.0	1.0	0.651	2.377	1.822	5.12
