dPSIZ	SR-	SR+	FAS6-	FAS6+	MES	dMES	MES+	MES-	MEC-MC?	MEC-CS?	MES-KM?	PESE-	PESE+	PESS-	PESS+
1.208	0.0278	0.0	0.0000	0.0000	3.4000	0.4800	0.4800	-0.4800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0021	0.0000	0.0000	0.0000	5.4700	0.7200	0.7200	-0.7200	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.251	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.906	0.0	0.0	0.0000	0.0000	8.0200	1.4500	0.3200	1.4500	0.0	1.0	1.0	0.0625	0.0000		
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0071	0.0211	0.0000	0.0000	5.6500	0.2400	-0.2400	0.2400	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.432	0.0000	0.0769	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0714	0.0000
-0.861															
															
-0.761	0.0588	0.0000							0.0	0.0	0.0	0.0000	0.0000		
															
	0.0000	0.0007	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0014	0.0014	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.373	0.0	0.0086	0.1667	0.0000	6.0300	3.1400	3.1400	-3.1400	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.2500
-1.47															
	0.0000	0.0000	0.0000	0.0000	2.6100	0.2800	-0.2800	0.2800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-2.188	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.1000	0.0000		
-0.708	0.0	0.0	0.0000	0.2500	3.8700	0.3700	0.3700	-0.3700	0.0	1.0	0.0	0.0833	0.0000	0.0000	0.0000
0.631	0.0435	0.0833	0.0000	0.0000					0.0	0.0	0.0	0.1667	0.0000	0.0000	0.0000
0.021	0.0071	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0011	0.0011	0.0000	0.0000	4.8700	0.6200	-0.6200	0.6200	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0048	0.0000	0.0000	3.9100	8.7500	8.7500		0.0	1.0	0.0	0.0000	0.0130	0.0000	0.0000
-1.675	0.0000	0.0000	0.0078	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.837	0.0000	0.0294	0.3333	0.2000					0.0	0.0	0.0	0.2500	0.0000		
	0.0000	0.0037	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0175	0.0000	0.0000	0.0625					0.0	0.0	0.0	0.0833	0.0000	0.0000	0.0000
-1.594	0.0000	0.0000			9.5400	2.8500	-2.8500	2.8500	0.0	0.0	1.0			0.0000	0.0000
0.036	0.0068	0.0134	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0286		
-2.014	0.0000	0.2500			12.3200	7.7500	-1.4200	7.7500	0.0	1.0	1.0	0.0000	0.0000		
-2.319	0.0000	0.1111	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.2500	0.0000	0.0000
1.352															
															
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-2.319	0.0000	0.0000	0.0000	0.0000	10.9000	2.6200	-2.6200	2.6200	0.0	0.0	1.0	0.0000	0.0000		
	0.0351	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.092															
															
0.93	0.1250	0.0	0.2500	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.567	0.0000	0.0526	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-2.537	0.0	0.0			8.0800	8.7500	-5.9700	8.7500	0.0	1.0	1.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0016	0.0000	0.0227					0.0	0.0	0.0	0.0055	0.0000	0.0000	0.0000
-1.061															
-0.95	0.0200	0.0200	0.0000	0.0833					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0015	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.359	0.0476	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0909	0.0000	0.0000	0.0000
-1.17	0.0000	0.0	0.0000	0.0000	2.9100	0.2000	-0.2000	0.2000	0.0	1.0	0.0	0.2500	0.0000	0.0000	0.0000
-0.16	0.0345	0.0000	0.0000	0.0000	6.0000	0.4400	-0.4400	0.4400	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
1.524	0.0000	0.0000			7.4600	2.8400	2.8400	-2.8400	0.0	0.0	1.0	0.0000	0.0000	0.0000	0.0000
-0.241	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.2000	0.0000		
	0.0027	0.0027	0.0000	0.0000	6.2800	2.2700	-2.2700	2.2700	0.0	1.0	0.0	0.0000	0.0061	0.0000	0.0000
	0.0000	0.0054	0.0000	0.0000	6.6400	7.7500	7.7500		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0303	0.0000	0.0714	0.0000
-1.752															
1.148															
-0.2															
	0.0049	0.0049	0.0000	0.0000	3.4100	0.2500	0.2500	-0.2500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0024	0.0000	0.0000	2.3100	7.7500	7.7500		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-2.344	0.1333	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.91	0.0000	0.0345							0.0	0.0	0.0	0.0000	0.0000		
	0.0154	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.984	0.0476	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.1111	0.0000	0.0000	0.0000
0.55	0.0025	0.0000	0.0000	0.0000	2.5100	7.9600	7.9600		0.0	1.0	0.0	0.0000	0.0052	0.0000	0.0000
	0.0042	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0217	0.0000
-0.295	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.714	0.0227	0.0227	0.0000	0.0000	3.7300	0.2800	0.2800	-0.2800	0.0	1.0	0.0	0.0000	0.0400	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000	3.5900	0.5200	-0.5200	0.5200	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.24	0.0370	0.0370	0.0000	0.0000	6.3100	0.7900	0.7900	-0.7900	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.027															
0.323															
-0.053															
0.723															
	0.0000	0.0039	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.4															
	0.0000	0.0013	0.0000	0.0000					0.0	0.0	0.0	0.0050	0.0000	0.0000	0.0000
-1.317	0.0000	0.0270			3.1700	0.3000	-0.3000	0.3000	0.0	1.0	0.0	0.1000	0.0000	0.0000	0.0000
	0.0063	0.0000	0.0435	0.0000					0.0	0.0	0.0	0.0370	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0034	0.0000
0.19	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0714	0.0000	0.0000	0.0000
0.21	0.0571	0.0000	0.1667	0.0000	3.8700	0.9600	0.9600	-0.9600	0.0	1.0	0.0	0.0312	0.0000		
0.347	0.0064	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.072	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0127	0.0000	0.0000
															
1.151	0.0000	0.0385	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.1111	0.2500	0.0000
	0.0000	0.0000	0.0000	0.0690	3.0300	7.7500	7.7500		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0250	0.2500	0.0000					0.0	0.0	0.0	0.0833	0.0000		
-1.542	0.0500	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.2000		
0.005	0.0028	0.0014	0.0000	0.0000	9.9100	7.7600	7.7600	-0.3800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
1.299															
	0.0035	0.0035	0.0000	0.0000	4.8700	0.5300	-0.5300	0.5300	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.342	0.0000	0.0526	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.426	0.0080	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0517	0.0000	0.0000	0.0000
															
-2.48	0.1250	0.0667	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
2.109	0.0000	0.1000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.017	0.0435	0.0833	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.087	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.5000
-0.366															
	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.035															
-0.102	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.1034
1.024	0.0800	0.0000							0.0	0.0	0.0	0.3333	0.3333		
-1.531	0.0000	0.1176		1.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.141	0.1250	0.0	0.0000	0.0000	2.9800	0.4700	0.4700	-0.4700	0.0	1.0	0.0	0.1000	0.0000	0.0000	0.0000
	0.0149	0.0075	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0	0.0247	0.0000	0.0000	2.6900	7.7500	7.7500		0.0	1.0	0.0	0.0000	0.0588	0.0000	0.0000
-0.07	0.0000	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.779	0.0526	0.1000	0.0000	0.0000	5.2700	0.1200	-0.1200	0.1200	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.747															
1.751															
-0.293	0.0286	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-0.075	0.0000	0.0085	0.0000	0.0000					0.0	0.0	0.0	0.0333	0.0000	0.0000	0.0000
0.979	0.0204	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0870	0.0000	0.0000	0.0000
-0.477	0.0182	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-0.309	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.3333
-0.52	0.0000	0.0625	0.0000	0.0000					0.0	0.0	0.0	0.1053	0.0000	0.0000	0.0000
	0.0058	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0102	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.054	0.0076	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0217	0.0000	0.0112	0.0112
	0.0101	0.0000	0.0000	0.0000	2.1900	0.6100		0.6100	0.0	1.0	0.0	0.0000	0.0000	0.0250	0.0000
-1.895															
-0.337															
-1.102															
-0.642	0.0103	0.0204	0.0000	0.0000	6.7900	7.7500	-0.6500	7.7500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.597	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.2500	0.0000	0.0000
-0.731															
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0238	0.0000	0.0000	0.0000
1.113	0.0000	0.1429							0.0	0.0	0.0	0.3333	0.3333	0.0000	0.0000
	0.0065	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0370	0.0000	0.0000	0.0000
0.177	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-0.792	0.0000	0.1250	0.0000	0.0000	7.1900	2.8100	2.8100	-2.8100	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0250	0.0488	0.0000	0.0000					0.0	0.0	0.0	0.0238	0.0000	0.0000	0.0000
-0.882	0.0052	0.0052	0.0000	0.0000	5.2700	0.9600	0.9600	-0.9600	0.0	1.0	0.0	0.0000	0.0103	0.0000	0.0000
0.454	0.0435	0.0435	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.323															
0.34	0.0000	0.0000	0.0000	0.5000					0.0	0.0	0.0	0.0000	0.0000		
-1.729	0.0	0.025	0.0000	0.0000					0.0	0.0	0.0	0.1000	0.1000		
	0.0051	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
															
2.751															
	0.0065	0.0	0.0000	0.0000	5.1600	0.7800	0.7800	0.3600	0.0	1.0	0.0	0.0488	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0270	0.0000
	0.0017	0.0000	0.0000	0.0000	4.5200	1.0500	-1.0500	1.0500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.513	0.0526	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.439	0.0278	0.0541							0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.036	0.0068	0.0068	0.0000	0.0000	2.0900	7.7600		7.7600	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.736	0.0163	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0167	0.0167	0.0000	0.1111					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.011	0.0040	0.0040	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0078	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0556
1.141	0.0	0.0			8.4700	1.8400	-1.8400	1.8400	0.0	0.0	1.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0238	0.0000	0.0000					0.0	0.0	0.0	0.0833	0.0833	0.0000	0.0000
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
2.272	0.0769	0.0400	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.085	0.0278	0.0541	0.0000	0.0000	4.7300	0.5100	0.5100	-0.5100	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
1.046	0.0667	0.0000	0.0000	0.0000	4.6600	1.1300	-1.1300	1.1300	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.123															
															
-0.765															
-0.689															
	0.0026	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.27	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.25	0.0	0.0909	0.0000	0.3333	4.7100	1.6000	-1.5100	1.6000	0.0	1.0	0.0	0.0000	0.0000		
-0.949															
0.68	0.0179	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.292															
-1.8	0.1000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.2000	0.0000	0.0000
-0.792															
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0071	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.551															
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.989	0.0000	0.0667	0.0000	0.0000	5.1900	0.6800	-0.6800	0.6800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.175	0.0000	0.0000	0.0000	0.0000	12.5900	0.4100	0.4100	-0.4100	0.0	0.0	1.0	0.0000	0.0303	0.0000	0.0000
0.57															
															
	0.0142	0.0000	0.0000	0.0000	3.8900	0.6300	0.6300	-0.6300	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.33															
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-1.36	0.0000	0.0000	0.0000	0.0000	3.4200	0.2200	-0.2200	0.2200	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.693	0.0000	0.1200	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-0.001	0.0081	0.0160	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.953	0.0000	0.0000	0.0000	0.0000	9.5900	8.1800	-1.4300	8.1800	0.0	1.0	1.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0036	0.0000	0.0323					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.532	0.0556	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0909		
	0.0128	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0	0.0043	0.0000	0.0000	7.7500	7.7600	7.7600		0.0	1.0	0.0	0.0000	0.0114	0.0000	0.0000
	0.0000	0.0016	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.162															
3.16	0.0000	0.0000	0.0000	0.0000	5.8200	0.8700	0.8700	-0.8700	0.0	1.0	0.0	0.0000	0.0000	0.5000	0.0000
-2.129	0.0370	0.0000			4.6600	0.1700	0.1700	-0.1700	0.0	1.0	0.0	0.0000	0.1250	0.0000	0.0000
	0.0063	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0067	0.0000	0.0000	0.0000
0.35															
	0.0000	0.0000	0.0000	0.0000	6.0900	0.3300	-0.3300	0.3300	0.0	1.0	0.0	0.0435	0.0000	0.0000	0.0000
-1.853	0.0000	0.0000							0.0	0.0	0.0	0.0000	0.0000		
2.204															
-0.507	0.0357	0.0000	0.0000	0.0000	4.2100	2.3800	2.3800		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.62	0.0000	0.0000	0.0000	0.0000	5.2500	0.5300	0.5300	-0.5300	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.2000
2.97	0.0000	0.1000	0.0000	0.0000	2.5200	1.8600	1.8600		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0000	0.0076	0.0000	0.0909					0.0	0.0	0.0	0.0000	0.0256	0.0000	0.0000
-0.918	0.0333	0.0333	0.0000	0.5000	7.3000	0.1500	-0.1500	0.1500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.1667
0.096															
-0.557	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-2.101	0.0455	0.0455	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0000	0.0000	0.0112	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.559	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0119	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0125	0.0125	0.0000	0.0000
0.419	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
															
	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0161	0.0000	0.0000
0.021															
	0.0000	0.0011	0.0000	0.0000	4.8400	0.5200	0.5200	-0.5200	0.0	1.0	0.0	0.0000	0.0040	0.0000	0.0000
0.838															
	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.783	0.0000	0.0556	0.0000	0.0000	3.2000	0.3700	-0.3700	0.3700	0.0	1.0	0.0	0.0000	0.0000		
	0.0039	0.0077	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.806	0.0000	0.0274	0.0000	0.0000	3.0400	0.7200	-0.7200	0.7200	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
1.356	0.0000	0.0278	0.0000	0.0000					0.0	0.0	0.0	0.0909	0.0000	0.0000	0.0000
0.039	0.0000	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
															
1.454															
															
-0.792	0.0385	0.0000							0.0	0.0	0.0	0.3529	0.0000	0.0000	0.0000
															
-1.714															
0.063	0.0357	0.0	0.4000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
-0.544															
1.168															
-0.126	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.1600	0.0455	0.0000	0.0000
1.291															
0.242	0.0488	0.0250	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.1000	0.0000	0.0000
-1.485	0.0455	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
0.028	0.0000	0.0000	0.0000	0.0000	2.6700	0.4200	-0.4200	0.4200	0.0	1.0	0.0	0.0000	0.0036	0.0000	0.0000
															
	0.0036	0.0036	0.0000	0.0000	2.9700	0.5500	0.5500	-0.5500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.727															
2.394															
0.713	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.2500	0.0000
															
-0.734	0.0000	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
2.27	0.027	0.027	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
															
2.436	0.1667	0.0000							0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.512	0.0000	0.0526	0.0000	0.0000	2.2700	0.9200	0.9200		0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0072	0.0143	0.0000	0.0000					0.0	0.0	0.0	0.0571	0.0000	0.0000	0.0000
-1.623	0.0870	0.0455	0.0000	0.0000					0.0	0.0	0.0	0.0833	0.0000	0.0000	0.0000
1.016	0.0033	0.0000	0.0000	0.0000	6.2300	8.1900		8.1900	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
0.058	0.0000	0.0011	0.0000	0.0000	2.8200	1.7200		1.7200	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-2.294	0.0000	0.1667							0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.364	0.0417	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.796	0.087	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.493	0.0048	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0115	0.0115	0.0000	0.0000
	0.0094	0.0094	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0078	0.0000	0.0000
0.069	0.0000	0.0000	0.0000	0.0000	10.6400	1.7600	1.7600	-1.7600	0.0	1.0	0.0	0.0000	0.0000		
	0.0023	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0067	0.0000	0.0000	0.0000
0.007															
-0.558	0.0000	0.0000	0.0000	0.0000	3.8800	1.2500	0.1700	1.2500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
															
															
	0.0000	0.0027	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0051	0.0026	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.292	0.0435	0.0000							0.0	0.0	0.0	0.0870	0.0000	0.0000	0.0000
-0.597															
-0.504	0.0	0.0	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.2000	0.0000	0.0000
0.582															
-0.52	0.0	0.0	0.0000	0.1429					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
-2.184	0.0000	0.0000							0.0	0.0	0.0	0.0000	0.0000		
	0.0	0.0073	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0149	0.0000	0.0000
0.716	0.0714	0.0370	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000		
	0.0045	0.009	0.0000	0.0667					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0031	0.0000	0.0000	0.0000	4.3200	12.2900	12.2900	8.7500	1.0	1.0	0.0	0.0000	0.0066	0.0000	0.0000
-0.327	0.0135	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0408	0.0000	0.0000	0.0000
0.139															
0.694															
	0.0000	0.0125	0.0000	0.0000	2.1800	0.5400	0.5400		0.0	1.0	0.0	0.0000	0.0000		
-1.616	0.0000	0.0000	0.0000	0.0000	3.8600	0.2800	-0.2800	0.2800	0.0	1.0	0.0	0.0000	0.2000		1.0000
	0.0079	0.0040	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
0.073	0.0	0.0312	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
1.274	0.0286	0.0000	0.0000	0.0833					0.0	0.0	0.0	0.0690	0.0357	0.0000	0.0000
															
0.01	0.0123	0.0000	0.0000	0.0000	5.1500	0.5700	0.5700	-0.5700	0.0	1.0	0.0	0.0000	0.0141	0.0000	0.0000
-1.55	0.0400	0.0204	0.0000	0.0000	5.5200	7.3000		7.3000	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0026	0.0051	0.0000	0.0000	5.8500	3.8800		3.8800	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
-0.356	0.0083	0.0165	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0345	0.0000	0.0000
-2.539	0.0	0.0	0.0000	0.0000	3.6600	7.9500	7.9500		0.0	1.0	0.0			0.0000	0.0000
-0.199	0.0556	0.0556	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0115	0.0115	0.0000	0.0000	2.7400	1.6900		1.6900	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0000
	0.0015	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0044	0.0000	0.0000
-1.847															
-0.257	0.0015	0.0	0.0000	0.0000	3.8500	0.1500	0.1500	-0.1500	0.0	1.0	0.0	0.0000	0.0000	0.0000	0.0769
	0.0233	0.0000	0.0000	0.0000					0.0	0.0	0.0	0.0500	0.1364	0.0000	0.0000
0.179	0.0000	0.0000	0.0000	0.0000	7.4800	1.0500	-1.0500	1.0500	0.0	1.0	0.0	0.0090	0.0000	0.0571	0.0000
0.766															
1.201	0.0111	0.0111	0.0000	0.0769					0.0	0.0	0.0	0.0308	0.0156	0.0000	0.0000
-1.653	0.0000	0.0400	0.0000	0.0000	7.8400	2.3200	2.3200	-2.3200	0.0	1.0	0.0	0.0000	0.2000	0.0000	0.0000
-2.677	0.0000	0.0000							0.0	0.0	0.0	0.2500	0.0000	0.0000	0.0000
0.449															
	0.0052	0.0052	0.0000	0.0000					0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000
